NAME,#,MIRIAM,SHORT NAME,COMPARTMENT,ensembl_gene,ensembl_transcript,ensembl_protein,entrez_gene,refseq_gene,uniprot_gene
ENSMUSG00000057425,,,,,ENSMUSG00000057425,ENSMUST00000075858,ENSMUSP00000075255,112417,NC_000071.7,Q8VCN3
ENSMUSG00000057457,,,,,ENSMUSG00000057457,ENSMUST00000079945; ENSMUST00000135713; ENSMUST00000138396,ENSMUSP00000078863; ENSMUSP00000121281; ENSMUSP00000122953,18675,NC_000086.8,P70669;Q3TYM9
ENSMUSG00000057666,,,,,ENSMUSG00000057666,ENSMUST00000073605; ENSMUST00000117757; ENSMUST00000118875; ENSMUST00000144205; ENSMUST00000144588; ENSMUST00000147954; ENSMUST00000182052; ENSMUST00000182115; ENSMUST00000182277; ENSMUST00000182464; ENSMUST00000182670; ENSMUST00000183272; ENSMUST00000192506,ENSMUSP00000073289; ENSMUSP00000113213; ENSMUSP00000113942; ENSMUSP00000138295; ENSMUSP00000138403; ENSMUSP00000138508,14433,NC_000072.7,P16858;D2KHZ9;A0A0A0MQF6;S4R257;S4R1W8;S4R1N5
ENSMUSG00000057672,,,,,ENSMUSG00000057672,ENSMUST00000005616; ENSMUST00000124946; ENSMUST00000128523; ENSMUST00000132945; ENSMUST00000133195; ENSMUST00000135356; ENSMUST00000138898; ENSMUST00000144258; ENSMUST00000146057,ENSMUSP00000005616; ENSMUSP00000115054; ENSMUSP00000116235,320795,NC_000074.7,P70268
ENSMUSG00000057719,,,,,ENSMUSG00000057719,ENSMUST00000072008; ENSMUST00000074679; ENSMUST00000128066; ENSMUST00000132681; ENSMUST00000236947; ENSMUST00000237344,ENSMUSP00000071896; ENSMUSP00000074247,269016,NC_000084.7,Q8BZT2
ENSMUSG00000057788,,,,,ENSMUSG00000057788,ENSMUST00000008004; ENSMUST00000127076; ENSMUST00000127094; ENSMUST00000138688; ENSMUST00000144890,ENSMUSP00000008004,234374,NC_000074.7,Q4FZF3
ENSMUSG00000057880,,,,,ENSMUSG00000057880,ENSMUST00000065987; ENSMUST00000115838; ENSMUST00000115839; ENSMUST00000128459; ENSMUST00000138987; ENSMUST00000140795; ENSMUST00000144444,ENSMUSP00000063548; ENSMUSP00000111504; ENSMUSP00000111505; ENSMUSP00000116686; ENSMUSP00000121881,268860,NC_000082.7,P61922
ENSMUSG00000057897,,,,,ENSMUSG00000057897,ENSMUST00000002817; ENSMUST00000019133; ENSMUST00000066431; ENSMUST00000090443; ENSMUST00000093355; ENSMUST00000101585; ENSMUST00000101586; ENSMUST00000109812; ENSMUST00000109813; ENSMUST00000109815; ENSMUST00000123391; ENSMUST00000129098; ENSMUST00000130427; ENSMUST00000154197; ENSMUST00000155755,ENSMUSP00000002817; ENSMUSP00000019133; ENSMUSP00000065101; ENSMUSP00000087925; ENSMUSP00000091046; ENSMUSP00000099119; ENSMUSP00000099120; ENSMUSP00000105437; ENSMUSP00000105438; ENSMUSP00000105440,12323,NC_000077.7,P28652;Q5SVJ0;Q68EG2;Q8BL41;Q5SVI0;Q5SVI2;Q5SVJ1;Q5SVI1;Q5SVI9;Q5SVI3
ENSMUSG00000057933,,,,,ENSMUSG00000057933,ENSMUST00000034902; ENSMUST00000125479; ENSMUST00000129247; ENSMUST00000140498,ENSMUSP00000034902; ENSMUSP00000115517; ENSMUSP00000117101,14858,NC_000075.7,P10648
ENSMUSG00000057963,,,,,ENSMUSG00000057963,ENSMUST00000046518; ENSMUST00000178697; ENSMUST00000179210; ENSMUST00000179417; ENSMUST00000191320,ENSMUSP00000046027; ENSMUSP00000136931; ENSMUSP00000137275; ENSMUSP00000139394,217837,NC_000078.7,Q8BYN3
ENSMUSG00000058019,,,,,ENSMUSG00000058019,ENSMUST00000077816; ENSMUST00000080391; ENSMUST00000212009; ENSMUST00000212407; ENSMUST00000212690; ENSMUST00000212722,ENSMUSP00000076988; ENSMUSP00000148373; ENSMUSP00000148481,67935,NC_000074.7,Q6AW46
ENSMUSG00000058076,,,,,ENSMUSG00000058076,ENSMUST00000081560; ENSMUST00000111336; ENSMUST00000155798,ENSMUSP00000080273; ENSMUSP00000106968; ENSMUSP00000122062,66052,NC_000067.7,Q9CZB0
ENSMUSG00000058135,,,,,ENSMUSG00000058135,ENSMUST00000004140; ENSMUST00000126593; ENSMUST00000153314; ENSMUST00000198532,ENSMUSP00000004140; ENSMUSP00000118874; ENSMUSP00000123481,14862,NC_000069.7,P10649;F6WHQ7;A2AE89
ENSMUSG00000058152,,,,,ENSMUSG00000058152,ENSMUST00000080721; ENSMUST00000237594; ENSMUST00000238155,ENSMUSP00000079546; ENSMUSP00000158180,78923,NC_000084.7,Q5DTK1
ENSMUSG00000058258,,,,,ENSMUSG00000058258,ENSMUST00000169314; ENSMUST00000176851; ENSMUST00000177397; ENSMUST00000177400; ENSMUST00000177447; ENSMUST00000240539,ENSMUSP00000132780; ENSMUSP00000135349; ENSMUSP00000135770; ENSMUSP00000135861; ENSMUSP00000159471,319554,NC_000079.7,P58044;H3BLP1;G3XA48;H3BLF8;H3BKD7
ENSMUSG00000058298,,,,,ENSMUSG00000058298,ENSMUST00000075540; ENSMUST00000218549; ENSMUST00000219547; ENSMUST00000219838; ENSMUST00000219841; ENSMUST00000220007; ENSMUST00000220260; ENSMUST00000237608,ENSMUSP00000074978; ENSMUSP00000151573; ENSMUSP00000151639; ENSMUSP00000151878; ENSMUSP00000151893; ENSMUSP00000151956; ENSMUSP00000157761,71567,NC_000076.7,Q2KHI9
ENSMUSG00000058317,,,,,ENSMUSG00000058317,ENSMUST00000076133; ENSMUST00000124353; ENSMUST00000135381; ENSMUST00000144873; ENSMUST00000150727; ENSMUST00000151926; ENSMUST00000175643; ENSMUST00000176062; ENSMUST00000176555; ENSMUST00000176672; ENSMUST00000176843; ENSMUST00000176931; ENSMUST00000177259; ENSMUST00000177398,ENSMUSP00000075495; ENSMUSP00000114162; ENSMUSP00000115738; ENSMUSP00000118321; ENSMUSP00000134919; ENSMUSP00000135622; ENSMUSP00000135674,218793,NC_000080.7,Q91W82
ENSMUSG00000058440,,,,,ENSMUSG00000058440,ENSMUST00000004761; ENSMUST00000069808; ENSMUST00000069831; ENSMUST00000115199; ENSMUST00000115200; ENSMUST00000115204; ENSMUST00000115206; ENSMUST00000115208; ENSMUST00000115209; ENSMUST00000115211; ENSMUST00000115212; ENSMUST00000123194; ENSMUST00000130096; ENSMUST00000132866; ENSMUST00000133837; ENSMUST00000133928; ENSMUST00000146988; ENSMUST00000148990; ENSMUST00000167972; ENSMUST00000170535,ENSMUSP00000004761; ENSMUSP00000065568; ENSMUSP00000067447; ENSMUSP00000110853; ENSMUSP00000110854; ENSMUSP00000110858; ENSMUSP00000110860; ENSMUSP00000110863; ENSMUSP00000110864; ENSMUSP00000110866; ENSMUSP00000110867; ENSMUSP00000114451; ENSMUSP00000114650; ENSMUSP00000117868; ENSMUSP00000130108; ENSMUSP00000132637; ENSMUSP00000143957,18181,NC_000072.7,Q9WU00;Q3UXF4;G3XA39;Q99K73;E9Q7X0;Q8C4C0;Q8CAV3;Q3UYQ3;F6XZB0;D3Z3B4;A0A0J9YU17;D3YV66;D3YVX7
ENSMUSG00000058444,,,,,ENSMUSG00000058444,ENSMUST00000034920; ENSMUST00000213604; ENSMUST00000216999,ENSMUSP00000034920,23938,NC_000075.7,Q9WVS7
ENSMUSG00000058446,,,,,ENSMUSG00000058446,ENSMUST00000079869; ENSMUST00000127331; ENSMUST00000148425,ENSMUSP00000078795; ENSMUSP00000123316; ENSMUSP00000145276,387524,NC_000072.7,Q71FD5
ENSMUSG00000058454,,,,,ENSMUSG00000058454,ENSMUST00000073878; ENSMUST00000124340; ENSMUST00000125564; ENSMUST00000128454; ENSMUST00000128610; ENSMUST00000139748; ENSMUST00000141916; ENSMUST00000143338; ENSMUST00000144034; ENSMUST00000145471; ENSMUST00000207143; ENSMUST00000208535; ENSMUST00000208631,ENSMUSP00000073541; ENSMUSP00000117659; ENSMUSP00000118957; ENSMUSP00000119855; ENSMUSP00000119984; ENSMUSP00000121782; ENSMUSP00000146636; ENSMUSP00000146937; ENSMUSP00000146947,13360,NC_000073.7,O88455;Q711T1;A0A140LIT2;D3YXR4;D3Z7G1;A0A140LIS4;A0A140LI18
ENSMUSG00000058488,,,,,ENSMUSG00000058488,ENSMUST00000078856; ENSMUST00000202096,ENSMUSP00000077899,16591,NC_000071.7,O35082
ENSMUSG00000058594,,,,,ENSMUSG00000058594,ENSMUST00000071564; ENSMUST00000123717; ENSMUST00000123723; ENSMUST00000126543; ENSMUST00000131893; ENSMUST00000136633; ENSMUST00000139292; ENSMUST00000151402; ENSMUST00000155604; ENSMUST00000192171,ENSMUSP00000071495; ENSMUSP00000116392,50755,NC_000068.8,Q8K2I9;Q3UGP2
ENSMUSG00000058624,,,,,ENSMUSG00000058624,ENSMUST00000087600; ENSMUST00000121725; ENSMUST00000136258; ENSMUST00000237823,ENSMUSP00000084882; ENSMUSP00000112758; ENSMUSP00000157532,14544,NC_000085.7,Q9R111;D3YU09;Q548F2;A0A494B982
ENSMUSG00000058793,,,,,ENSMUSG00000058793,ENSMUST00000089461; ENSMUST00000103181; ENSMUST00000110158; ENSMUST00000125060; ENSMUST00000138194; ENSMUST00000147456,ENSMUSP00000086886; ENSMUSP00000099470; ENSMUSP00000105786; ENSMUSP00000121769; ENSMUSP00000135497; ENSMUSP00000135710,110911,NC_000068.8,Q99L43;A2AMQ5;Q6PBC0;Q8BX08;F6S4G2;H3BLA1;H3BKR7
ENSMUSG00000058908,,,,,ENSMUSG00000058908,ENSMUST00000134898; ENSMUST00000135748; ENSMUST00000147728,ENSMUSP00000138550,18780,NC_000070.7,P31482;V5TDK8
ENSMUSG00000058976,,,,,ENSMUSG00000058976,ENSMUST00000079348; ENSMUST00000106892,ENSMUSP00000078323; ENSMUSP00000102505,13532,NC_000073.7,G5E8I7
ENSMUSG00000059040,,,,,ENSMUSG00000059040,ENSMUST00000076155; ENSMUST00000235307,ENSMUSP00000075513; ENSMUSP00000157807,433182,NC_000084.7,P17182;Q5FW97
ENSMUSG00000059173,,,,,ENSMUSG00000059173,ENSMUST00000090756; ENSMUST00000102651; ENSMUST00000102652; ENSMUST00000102653; ENSMUST00000102654; ENSMUST00000102655; ENSMUST00000125887; ENSMUST00000134739; ENSMUST00000146076; ENSMUST00000183775,ENSMUSP00000088260; ENSMUSP00000099711; ENSMUSP00000099712; ENSMUSP00000099713; ENSMUSP00000099714; ENSMUSP00000099715; ENSMUSP00000120188; ENSMUSP00000139327,18573,NC_000068.8,Q61481
ENSMUSG00000059183,,,,,ENSMUSG00000059183,ENSMUST00000074792; ENSMUST00000130057; ENSMUST00000132966; ENSMUST00000140244,ENSMUSP00000074347,69606,NC_000075.7,Q9D799;Q3V021
ENSMUSG00000059263,,,,,ENSMUSG00000059263,ENSMUST00000106653; ENSMUST00000210309; ENSMUST00000210526; ENSMUST00000210591; ENSMUST00000211791; ENSMUST00000215510,ENSMUSP00000102264; ENSMUSP00000147619; ENSMUSP00000151051,74996,NC_000073.7,Q8BY87
ENSMUSG00000059288,,,,,ENSMUSG00000059288,ENSMUST00000075220; ENSMUST00000163595; ENSMUST00000225602; ENSMUST00000226071,ENSMUSP00000074707; ENSMUSP00000131784; ENSMUSP00000153274,12593,NC_000079.7,Q9WTK2
ENSMUSG00000059316,,,,,ENSMUSG00000059316,ENSMUST00000080065; ENSMUST00000136444,ENSMUSP00000078971,26569,NC_000068.8,Q91VE0
ENSMUSG00000059336,,,,,ENSMUSG00000059336,ENSMUST00000091813; ENSMUST00000160292; ENSMUST00000160639,ENSMUSP00000089421; ENSMUSP00000125114; ENSMUSP00000125367,108052,NC_000084.7,Q8VHL0
ENSMUSG00000059343,,,,,ENSMUSG00000059343,ENSMUST00000078617; ENSMUST00000179234,ENSMUSP00000077687; ENSMUSP00000136908,353204,NC_000070.7,Q9CPQ9;A6ZI46
ENSMUSG00000059447,,,,,ENSMUSG00000059447,ENSMUST00000026841; ENSMUST00000114783; ENSMUST00000114786; ENSMUST00000122934; ENSMUST00000123980; ENSMUST00000127364; ENSMUST00000133414; ENSMUST00000141236; ENSMUST00000197109,ENSMUSP00000026841; ENSMUSP00000110431; ENSMUSP00000110434; ENSMUSP00000118296; ENSMUSP00000142868,231086,NC_000071.7,Q99JY0
ENSMUSG00000059479,,,,,ENSMUSG00000059479,ENSMUST00000076034; ENSMUST00000205281; ENSMUST00000206824; ENSMUST00000206940,ENSMUSP00000092277; ENSMUSP00000145797; ENSMUSP00000146127,232984,NC_000073.7,Q8R3I9
ENSMUSG00000059534,,,,,ENSMUSG00000059534,ENSMUST00000058407; ENSMUST00000130236; ENSMUST00000151559,ENSMUSP00000054856,66152,NC_000077.7,Q8R1I1;Q5NCJ9
ENSMUSG00000059734,,,,,ENSMUSG00000059734,ENSMUST00000075092; ENSMUST00000235301; ENSMUST00000235847; ENSMUST00000236801; ENSMUST00000237341,ENSMUSP00000074600; ENSMUSP00000158029; ENSMUSP00000158267; ENSMUSP00000158327; ENSMUSP00000158541,225887,NC_000085.7,Q8K3J1;Q3UY05;Q5M9P5
ENSMUSG00000059743,,,,,ENSMUSG00000059743,ENSMUST00000081848; ENSMUST00000196254; ENSMUST00000196709; ENSMUST00000196921; ENSMUST00000198239; ENSMUST00000199668; ENSMUST00000200433,ENSMUSP00000080531; ENSMUSP00000142393; ENSMUSP00000142669; ENSMUSP00000142704; ENSMUSP00000142770,110196,NC_000069.7,Q920E5;Q4FJN9
ENSMUSG00000059851,,,,,ENSMUSG00000059851,ENSMUST00000098853; ENSMUST00000108582; ENSMUST00000108583; ENSMUST00000128018; ENSMUST00000129927; ENSMUST00000130200; ENSMUST00000130215; ENSMUST00000135541; ENSMUST00000136177; ENSMUST00000152431; ENSMUST00000152500; ENSMUST00000160480,ENSMUSP00000096452; ENSMUSP00000104223; ENSMUSP00000104224; ENSMUSP00000114445; ENSMUSP00000119323; ENSMUSP00000124663,232811,NC_000073.7,Q6Q783
ENSMUSG00000059883,,,,,ENSMUSG00000059883,ENSMUST00000074936; ENSMUST00000109248; ENSMUST00000138306,ENSMUSP00000074471; ENSMUSP00000104871,266632,NC_000081.7,Q8R4K2
ENSMUSG00000059890,,,,,ENSMUSG00000059890,ENSMUST00000117506; ENSMUST00000117549; ENSMUST00000125642; ENSMUST00000138559; ENSMUST00000145657; ENSMUST00000154287; ENSMUST00000155400; ENSMUST00000213193; ENSMUST00000213666; ENSMUST00000213890; ENSMUST00000214761,ENSMUSP00000112632; ENSMUSP00000113346; ENSMUSP00000115311; ENSMUSP00000118951; ENSMUSP00000123668; ENSMUSP00000149477; ENSMUSP00000149791; ENSMUSP00000150919; ENSMUSP00000150985; ENSMUSP00000151085,140630,NC_000075.7,E9Q735;G3X9Y5;Q6A0C5;Q8VDS1;A0A1L1SV76;A0A1L1SUX2;E9Q442;D6RGN7;D3YXR7;A0A1L1SV29;A0A1L1SRI7
ENSMUSG00000059981,,,,,ENSMUSG00000059981,ENSMUST00000071268; ENSMUST00000117394; ENSMUST00000130371; ENSMUST00000156273; ENSMUST00000214525,ENSMUSP00000071246; ENSMUSP00000112963; ENSMUSP00000150069,381921,NC_000073.7,Q6ZQ29
ENSMUSG00000060002,,,,,ENSMUSG00000060002,ENSMUST00000020253; ENSMUST00000073783; ENSMUST00000117440; ENSMUST00000117579; ENSMUST00000126074; ENSMUST00000134318; ENSMUST00000139109; ENSMUST00000143108; ENSMUST00000148899,ENSMUSP00000020253; ENSMUSP00000073455; ENSMUSP00000112708; ENSMUSP00000113179; ENSMUSP00000116413; ENSMUSP00000117620; ENSMUSP00000120167; ENSMUSP00000122428; ENSMUSP00000123429,212862,NC_000076.7,Q8C025;D6RCW3;D3YU39;F6ZDL8;F6X1K1;D3Z6W4;F7DAN4
ENSMUSG00000060038,,,,,ENSMUSG00000060038,ENSMUST00000078665; ENSMUST00000129826; ENSMUST00000132356; ENSMUST00000132766; ENSMUST00000142210; ENSMUST00000142422; ENSMUST00000152871; ENSMUST00000154575,ENSMUSP00000077733; ENSMUSP00000120308,330817,NC_000074.7,Q3TXU5
ENSMUSG00000060098,,,,,ENSMUSG00000060098,ENSMUST00000071592; ENSMUST00000109296; ENSMUST00000109297; ENSMUST00000128201; ENSMUST00000134151; ENSMUST00000147063; ENSMUST00000153272,ENSMUSP00000071521; ENSMUSP00000104919; ENSMUSP00000104920; ENSMUSP00000119992,214572,NC_000074.7,Q922X9
ENSMUSG00000060131,,,,,ENSMUSG00000060131,ENSMUST00000040128; ENSMUST00000040149; ENSMUST00000129187; ENSMUST00000134977; ENSMUST00000147517,ENSMUSP00000046444; ENSMUSP00000047302; ENSMUSP00000114252; ENSMUSP00000118651,241633,NC_000068.8,A2ANX3;A1L3S5;Q69Z59;A2ANX2;F2Z411
ENSMUSG00000060376,,,,,ENSMUSG00000060376,ENSMUST00000071329; ENSMUST00000205808,ENSMUSP00000071292; ENSMUSP00000146018,12039,NC_000073.7,A0A0U1RPK5;Q3U3J1
ENSMUSG00000060402,,,,,ENSMUSG00000060402,ENSMUST00000078686; ENSMUST00000135295; ENSMUST00000154629; ENSMUST00000205259; ENSMUST00000205390; ENSMUST00000206207; ENSMUST00000238947,ENSMUSP00000077752; ENSMUSP00000123498; ENSMUSP00000145646; ENSMUSP00000159050,68947,NC_000073.7,Q8BQ86
ENSMUSG00000060407,,,,,ENSMUSG00000060407,ENSMUST00000075552; ENSMUST00000207016,ENSMUSP00000074990,13085,NC_000073.7,P56593
ENSMUSG00000060441,,,,,ENSMUSG00000060441,ENSMUST00000051795; ENSMUST00000098179,ENSMUSP00000050084; ENSMUSP00000095781,667823,NC_000073.7,D3YYU4;E9PV98
ENSMUSG00000060450,,,,,ENSMUSG00000060450,ENSMUST00000072376; ENSMUST00000170811; ENSMUST00000171461; ENSMUST00000235491; ENSMUST00000235549; ENSMUST00000235811; ENSMUST00000235812; ENSMUST00000236032; ENSMUST00000236116; ENSMUST00000236319; ENSMUST00000236353; ENSMUST00000236649; ENSMUST00000236690; ENSMUST00000236982; ENSMUST00000237089; ENSMUST00000237211; ENSMUST00000237416; ENSMUST00000237667; ENSMUST00000237824; ENSMUST00000237903; ENSMUST00000238031,ENSMUSP00000072212; ENSMUSP00000126205; ENSMUSP00000133070; ENSMUSP00000157387; ENSMUSP00000157501; ENSMUSP00000157587; ENSMUSP00000157732; ENSMUSP00000157812; ENSMUSP00000157833; ENSMUSP00000157933; ENSMUSP00000158137; ENSMUSP00000158209; ENSMUSP00000158444; ENSMUSP00000158487; ENSMUSP00000158563; ENSMUSP00000158572,56736,NC_000084.7,Q9JI90;A0A494BAP8;G3XA54;A0A494B8X2;A0A494B9F3;A0A494BBM2;A0A494B9U7;A0A494BBJ7;A0A494BBA9;A0A494B9N7;A0A494BA93;A0A494BAR9;A0A494BBK5
ENSMUSG00000060477,,,,,ENSMUSG00000060477,ENSMUST00000059286; ENSMUST00000089022; ENSMUST00000089023; ENSMUST00000113024; ENSMUST00000143948; ENSMUST00000155554; ENSMUST00000203381; ENSMUST00000204091; ENSMUST00000204744,ENSMUSP00000055073; ENSMUSP00000086416; ENSMUSP00000086417; ENSMUSP00000144848,108960,NC_000072.7,Q8CFA1
ENSMUSG00000060579,,,,,ENSMUSG00000060579,ENSMUST00000160340; ENSMUST00000160956; ENSMUST00000161179; ENSMUST00000161302; ENSMUST00000161895; ENSMUST00000162278; ENSMUST00000162817; ENSMUST00000179394,ENSMUSP00000123820; ENSMUSP00000123874; ENSMUSP00000124017; ENSMUSP00000124073; ENSMUSP00000124500; ENSMUSP00000124957; ENSMUSP00000136011,14198,NC_000080.7,O89106;E9PVU9;E9PZ91;F6SV10;E9Q3M6
ENSMUSG00000060600,,,,,ENSMUSG00000060600,ENSMUST00000072841; ENSMUST00000108548; ENSMUST00000126241; ENSMUST00000134087; ENSMUST00000157027; ENSMUST00000170716; ENSMUST00000179055; ENSMUST00000179738,ENSMUSP00000072620; ENSMUSP00000104188; ENSMUSP00000115726; ENSMUSP00000121640; ENSMUSP00000123688; ENSMUSP00000128714; ENSMUSP00000137559,13808,NC_000077.7,P21550
ENSMUSG00000060613,,,,,ENSMUSG00000060613,ENSMUST00000051846; ENSMUST00000164351; ENSMUST00000165102; ENSMUST00000171604,ENSMUSP00000060584; ENSMUSP00000128691; ENSMUSP00000129063,226105,NC_000085.7,Q91W64
ENSMUSG00000060671,,,,,ENSMUSG00000060671,ENSMUST00000069805; ENSMUST00000107396; ENSMUST00000163152; ENSMUST00000163354; ENSMUST00000166347; ENSMUST00000166502; ENSMUST00000166705; ENSMUST00000167257; ENSMUST00000167442; ENSMUST00000168276; ENSMUST00000168880; ENSMUST00000170324; ENSMUST00000170696; ENSMUST00000170739; ENSMUST00000171422; ENSMUST00000171818; ENSMUST00000171941,ENSMUSP00000063384; ENSMUSP00000103019; ENSMUSP00000126142; ENSMUSP00000127720; ENSMUSP00000128423; ENSMUSP00000128726; ENSMUSP00000129641; ENSMUSP00000130545; ENSMUSP00000132201,54667,NC_000069.7,E9Q8R2;E9QAL4;F6WT01;F6SPT4;E9Q114;F6QLG1;E9Q491;D3YXQ5
ENSMUSG00000060675,,,,,ENSMUSG00000060675,ENSMUST00000025925; ENSMUST00000136465; ENSMUST00000136756; ENSMUST00000141887,ENSMUSP00000025925; ENSMUSP00000115151; ENSMUSP00000119403; ENSMUSP00000123524,225845,NC_000085.7,Q8R3U1
ENSMUSG00000060681,,,,,ENSMUSG00000060681,ENSMUST00000077741; ENSMUST00000114784; ENSMUST00000144068; ENSMUST00000202670; ENSMUST00000207892,ENSMUSP00000076922; ENSMUSP00000110432; ENSMUSP00000115364; ENSMUSP00000147081,236794,NC_000086.8,D3Z0Q9;A1L3P4;B0QZV3;A0A140LJ55
ENSMUSG00000060733,,,,,ENSMUSG00000060733,ENSMUST00000079252; ENSMUST00000118381; ENSMUST00000121446; ENSMUST00000141153; ENSMUST00000141984; ENSMUST00000145521; ENSMUST00000147277,ENSMUSP00000078240; ENSMUSP00000112568; ENSMUSP00000113083; ENSMUSP00000120073; ENSMUSP00000120612,69718,NC_000076.7,Q7TT16;F6X767;D3YWA2
ENSMUSG00000060860,,,,,ENSMUSG00000060860,ENSMUST00000079496; ENSMUST00000205815; ENSMUST00000205885; ENSMUST00000206139; ENSMUST00000206669,ENSMUSP00000078459; ENSMUSP00000146213; ENSMUSP00000146232; ENSMUSP00000146276,77891,NC_000073.7,Q921J4
ENSMUSG00000060923,,,,,ENSMUSG00000060923,ENSMUST00000074613,ENSMUSP00000074195,75572,NC_000077.7,P56375
ENSMUSG00000060961,,,,,ENSMUSG00000060961,ENSMUST00000113216; ENSMUST00000113218; ENSMUST00000130041; ENSMUST00000134303; ENSMUST00000135283; ENSMUST00000144713; ENSMUST00000148750; ENSMUST00000156238; ENSMUST00000238265; ENSMUST00000239214,ENSMUSP00000108842; ENSMUSP00000108844; ENSMUSP00000118413; ENSMUSP00000119325; ENSMUSP00000119976; ENSMUSP00000121744; ENSMUSP00000122975; ENSMUSP00000158605; ENSMUSP00000159229,54403,NC_000071.7,O88343;E9Q8N8;A7E1Z5;A2VDF7;A0A571BE55;A0A668KM61;D3Z7G8;D3Z7I7
ENSMUSG00000060988,,,,,ENSMUSG00000060988,ENSMUST00000068595; ENSMUST00000112634; ENSMUST00000112635; ENSMUST00000112636; ENSMUST00000136642,ENSMUSP00000063464; ENSMUSP00000108253; ENSMUSP00000108254; ENSMUSP00000108255; ENSMUSP00000115879,271786,NC_000068.8,Q8CF93;A2RRI8
ENSMUSG00000061046,,,,,ENSMUSG00000061046,ENSMUST00000077938; ENSMUST00000129917; ENSMUST00000133071; ENSMUST00000137587; ENSMUST00000138100; ENSMUST00000138759; ENSMUST00000140738; ENSMUST00000143248; ENSMUST00000145053; ENSMUST00000148986; ENSMUST00000150324,ENSMUSP00000077091; ENSMUSP00000114961; ENSMUSP00000115538; ENSMUSP00000116841; ENSMUSP00000119647; ENSMUSP00000120885,68977,NC_000083.7,Q9DB32;D3YUS7;D3YZU6
ENSMUSG00000061068,,,,,ENSMUSG00000061068,ENSMUST00000043249,ENSMUSP00000038103,17227,NC_000080.7,P21812;Q3UN88
ENSMUSG00000061099,,,,,ENSMUSG00000061099,ENSMUST00000074758; ENSMUST00000182067; ENSMUST00000182634,ENSMUSP00000074317; ENSMUSP00000138634; ENSMUSP00000138697,14447,NC_000073.7,Q64467;A0A0R4J0X7;S4R2G5;S4R2L8
ENSMUSG00000061126,,,,,ENSMUSG00000061126,ENSMUST00000003413; ENSMUST00000235903; ENSMUST00000236005; ENSMUST00000236307; ENSMUST00000237491,ENSMUSP00000003413; ENSMUSP00000157989; ENSMUSP00000158442,320997,NC_000083.7,A0A494BAE0;Q8BGU0
ENSMUSG00000061130,,,,,ENSMUSG00000061130,ENSMUST00000080217; ENSMUST00000112304; ENSMUST00000112305; ENSMUST00000112307; ENSMUST00000234332; ENSMUST00000234540; ENSMUST00000234710; ENSMUST00000234851,ENSMUSP00000079107; ENSMUSP00000107923; ENSMUSP00000107924; ENSMUSP00000107926; ENSMUSP00000157013; ENSMUSP00000157058; ENSMUSP00000157282,19043,NC_000083.7,P36993;Q546R1;Q99NF7
ENSMUSG00000061207,,,,,ENSMUSG00000061207,ENSMUST00000077477; ENSMUST00000159333; ENSMUST00000160193; ENSMUST00000160993; ENSMUST00000161238; ENSMUST00000161885; ENSMUST00000162055; ENSMUST00000162954,ENSMUSP00000076686; ENSMUSP00000123988; ENSMUSP00000124667; ENSMUSP00000125311,54402,NC_000083.7,Q9JHN8;Q3TG64
ENSMUSG00000061288,,,,,ENSMUSG00000061288,ENSMUST00000092889; ENSMUST00000111975; ENSMUST00000111978; ENSMUST00000125738; ENSMUST00000126813; ENSMUST00000127814; ENSMUST00000128720; ENSMUST00000145640; ENSMUST00000153709; ENSMUST00000179276,ENSMUSP00000090565; ENSMUSP00000107606; ENSMUSP00000107609; ENSMUSP00000116920; ENSMUSP00000117841; ENSMUSP00000119998; ENSMUSP00000136750,330177,NC_000071.7,Q8BYC6;B2RY27
ENSMUSG00000061292,,,,,ENSMUSG00000061292,ENSMUST00000035571; ENSMUST00000199212,ENSMUSP00000049494; ENSMUSP00000142591,100041449,NC_000071.7,A0A0G2JE14;D3Z2W7
ENSMUSG00000061311,,,,,ENSMUSG00000061311,ENSMUST00000078494,ENSMUSP00000077584,19373,NC_000068.8,P15919;Q3TR87
ENSMUSG00000061393,,,,,ENSMUSG00000061393,ENSMUST00000035093; ENSMUST00000165044; ENSMUST00000213389; ENSMUST00000213431; ENSMUST00000215746; ENSMUST00000217621,ENSMUSP00000035093; ENSMUSP00000126108; ENSMUSP00000150566,11481,NC_000075.7,P27040
ENSMUSG00000061436,,,,,ENSMUSG00000061436,ENSMUST00000114855; ENSMUST00000159307; ENSMUST00000159894; ENSMUST00000160360; ENSMUST00000160962; ENSMUST00000161779; ENSMUST00000162359,ENSMUSP00000124133; ENSMUSP00000125150; ENSMUSP00000125500; ENSMUSP00000125572,15258,NC_000072.7,Q9QZR5;A0A0R4J204;Q5D0E9;A0A0R4J202
ENSMUSG00000061518,,,,,ENSMUSG00000061518,ENSMUST00000081180; ENSMUST00000191790; ENSMUST00000192859; ENSMUST00000193210; ENSMUST00000193235; ENSMUST00000195151,ENSMUSP00000079944; ENSMUSP00000141224; ENSMUSP00000141554,12859,NC_000067.7,F7C106;Q9D881;A0A0A6YVR0
