,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
4612,,MMRNR07381,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,glutathionyl-leukotriene C4[s] + HCO3-[s] + histamine[c] => glutathionyl-leukotriene C4[c] + HCO3-[c] + histamine[s],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4613,,MMRNR07382,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,HCO3-[s] + histamine[c] + S-glutathionyl-2-4-dinitrobenzene[s] => HCO3-[c] + histamine[s] + S-glutathionyl-2-4-dinitrobenzene[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4614,,MMRNR07383,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,HCO3-[s] + histamine[c] + S-glutathionyl-ethacrynic acid[s] => HCO3-[c] + histamine[s] + S-glutathionyl-ethacrynic acid[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4615,,MMRNR07384,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,glutathionyl-leukotriene C4[s] + HCO3-[s] + noradrenaline[c] => glutathionyl-leukotriene C4[c] + HCO3-[c] + noradrenaline[s],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4616,,MMRNR07385,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,HCO3-[s] + noradrenaline[c] + S-glutathionyl-2-4-dinitrobenzene[s] => HCO3-[c] + noradrenaline[s] + S-glutathionyl-2-4-dinitrobenzene[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4617,,MMRNR07386,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,HCO3-[s] + noradrenaline[c] + S-glutathionyl-ethacrynic acid[s] => HCO3-[c] + noradrenaline[s] + S-glutathionyl-ethacrynic acid[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4618,,MMRNR07387,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,glutathionyl-leukotriene C4[s] + HCO3-[s] + serotonin[c] => glutathionyl-leukotriene C4[c] + HCO3-[c] + serotonin[s],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4619,,MMRNR07388,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,HCO3-[s] + S-glutathionyl-2-4-dinitrobenzene[s] + serotonin[c] => HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c] + serotonin[s],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4620,,MMRNR07389,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,HCO3-[s] + S-glutathionyl-ethacrynic acid[s] + serotonin[c] => HCO3-[c] + S-glutathionyl-ethacrynic acid[c] + serotonin[s],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4621,,MMRNR07390,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,acetylcholine[c] + glutathionyl-leukotriene C4[s] + HCO3-[s] => acetylcholine[s] + glutathionyl-leukotriene C4[c] + HCO3-[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4622,,MMRNR07391,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,acetylcholine[c] + HCO3-[s] + S-glutathionyl-2-4-dinitrobenzene[s] => acetylcholine[s] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4623,,MMRNR07392,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,acetylcholine[c] + HCO3-[s] + S-glutathionyl-ethacrynic acid[s] => acetylcholine[s] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4624,,MMRNR07393,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,Dopamine[c] + glutathionyl-leukotriene C4[s] + HCO3-[s] => Dopamine[s] + glutathionyl-leukotriene C4[c] + HCO3-[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4625,,MMRNR07394,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,Dopamine[c] + HCO3-[s] + S-glutathionyl-2-4-dinitrobenzene[s] => Dopamine[s] + HCO3-[c] + S-glutathionyl-2-4-dinitrobenzene[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4626,,MMRNR07395,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,Dopamine[c] + HCO3-[s] + S-glutathionyl-ethacrynic acid[s] => Dopamine[s] + HCO3-[c] + S-glutathionyl-ethacrynic acid[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4627,,MMRNR07396,Major Facilitator (Mfs) Tcdb:2.A.1.44.1,glutamine[s] <=> glutamine[c],,ENSMUSG00000000958 or ENSMUSG00000010095 or ENSMUSG00000020261 or ENSMUSG00000022180 or ENSMUSG00000027075 or ENSMUSG00000031596 or ENSMUSG00000038178 or ENSMUSG00000040010 or ENSMUSG00000041313,,,,,,"Transport, extracellular",,,,
4628,,MMRNR07401,Citrate Transport via Sodium Symport,citrate[s] + 4 Na+[s] <=> citrate[c] + 4 Na+[c],,ENSMUSG00000020805,,,,,,"Transport, extracellular",,,,
4629,,MMRNR07404,Phosphate Transport In/Out via Na+ Symporter,1.5 Na+[s] + Pi[s] <=> 1.5 Na+[c] + Pi[c],,ENSMUSG00000027397 or ENSMUSG00000037656,,,,,,"Transport, extracellular",,,,
4630,,MMRNR07409,Hydrolysis of Alanylalanine,D-Alanyl-D-Alanine[c] + H2O[c] <=> 2 L-Alanine[c],,ENSMUSG00000024644 or ENSMUSG00000056162,,,,,,"Transport, extracellular",,,,
4631,,MMRNR07413,Transport of L-Arginine by Atb0 Transporter,arginine[s] + Chloride[s] + 2 Na+[s] => arginine[c] + Chloride[c] + 2 Na+[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4632,,MMRNR07414,Transport of L-Ascorbate by Svct1 Or Svct2 Transporter,ascorbate[s] + ATP[c] + H2O[c] + 2 Na+[s] => ADP[c] + ascorbate[c] + H+[c] + 2 Na+[c] + Pi[c],,ENSMUSG00000024354 or ENSMUSG00000027340,,,,,,"Transport, extracellular",,,,
4633,,MMRNR07417,Transport of Beta Alanine by Beta Transport System,Beta-Alanine[s] + Chloride[s] + 2 Na+[s] => Beta-Alanine[c] + Chloride[c] + 2 Na+[c],,ENSMUSG00000028542 or ENSMUSG00000030096 or ENSMUSG00000030108 or ENSMUSG00000030109,,,,,,"Transport, extracellular",,,,
4634,,MMRNR07420,Transport of L-Cysteine by Atb0 Transporter,Chloride[s] + cysteine[s] + 2 Na+[s] => Chloride[c] + cysteine[c] + 2 Na+[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4635,,MMRNR07423,"Transport of L-Cystine in Exchange of L-Alanine by B0, +At Transporter",cystine[s] + L-Alanine[c] => cystine[c] + L-Alanine[s],,ENSMUSG00000024131 or ENSMUSG00000030492,,,,,,"Transport, extracellular",,,,
4636,,MMRNR07424,"Transport of L-Cystine in Exchange of L-Leucine by B0, +At Transporter",cystine[s] + leucine[c] => cystine[c] + leucine[s],,ENSMUSG00000024131 or ENSMUSG00000030492,,,,,,"Transport, extracellular",,,,
4637,,MMRNR07425,Transport of Folate,folate[s] + H+[s] => folate[c] + H+[c],,ENSMUSG00000020829,,,,,,"Transport, extracellular",,,,
4638,,MMRNR07426,Transport of D-Galactose from Extracellular Space to Cytosol of Mucosal Cells in Small Intestine,ATP[c] + galactose[s] + H2O[c] + 2 Na+[s] => ADP[c] + galactose[c] + H+[c] + 2 Na+[c] + Pi[c],,ENSMUSG00000011034 or ENSMUSG00000030781,,,,,,"Transport, extracellular",,,,
4639,,MMRNR07427,Transport of D-Glucose from Extracellular Space to Cytosol of Mucosal Cells in Small Intestine,ATP[c] + glucose[s] + H2O[c] + 2 Na+[s] => ADP[c] + glucose[c] + H+[c] + 2 Na+[c] + Pi[c],,ENSMUSG00000011034 or ENSMUSG00000030781,,,,,,"Transport, extracellular",,,,
4640,,MMRNR07437,Transport of L-Histidine by Y+ Transporter,histidine[c] <=> histidine[s],,ENSMUSG00000000958 or ENSMUSG00000010095 or ENSMUSG00000020261 or ENSMUSG00000022180 or ENSMUSG00000027075 or ENSMUSG00000031596 or ENSMUSG00000038178 or ENSMUSG00000040010 or ENSMUSG00000041313,,,,,,"Transport, extracellular",,,,
4641,,MMRNR07441,Transport of L-Isoleucine by Atb0 Transporter,Chloride[s] + isoleucine[s] + 2 Na+[s] => Chloride[c] + isoleucine[c] + 2 Na+[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4642,,MMRNR07444,Transport of L-Leucine by Atb0 Transporter,Chloride[s] + leucine[s] + 2 Na+[s] => Chloride[c] + leucine[c] + 2 Na+[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4643,,MMRNR07449,Uptake of Linoleic Acid,ATP[c] + CoA[c] + linoleate[s] => AMP[c] + linoleoyl-CoA[c] + PPi[c],,,,,,,,"Transport, extracellular",,,,
4644,,MMRNR07450,Transport of L-Lysine by Atb0 Transporter,Chloride[s] + lysine[s] + 2 Na+[s] => Chloride[c] + lysine[c] + 2 Na+[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4645,,MMRNR07451,Transport of L-Methionine by Atb0 Transporter,Chloride[s] + methionine[s] + 2 Na+[s] => Chloride[c] + methionine[c] + 2 Na+[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4646,,MMRNR07455,"Antiport of L-Ornithine and L-Alanine by B0, +At Transporter",L-Alanine[c] + ornithine[s] => L-Alanine[s] + ornithine[c],,ENSMUSG00000024131 or ENSMUSG00000030492,,,,,,"Transport, extracellular",,,,
4647,,MMRNR07456,"Antiport of L-Ornithine and L-Leucine by B0, +At Transporter",leucine[c] + ornithine[s] => leucine[s] + ornithine[c],,ENSMUSG00000024131 or ENSMUSG00000030492,,,,,,"Transport, extracellular",,,,
4648,,MMRNR07463,Transport of L-Serine by Atb0 ,Chloride[s] + 2 Na+[s] + serine[s] => Chloride[c] + 2 Na+[c] + serine[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4649,,MMRNR07470,Transport of L-Valine by Atb0 Transporter,Chloride[s] + 2 Na+[s] + valine[s] => Chloride[c] + 2 Na+[c] + valine[c],,ENSMUSG00000028542,,,,,,"Transport, extracellular",,,,
4650,,MMRNR07473,Efflux of Alpha-Tocopherol into the Lyphatics in Chylomicrons,alpha-tocopherol[c] + ATP[c] + H2O[c] => (+)-Alpha-Tocopherol[s] + ADP[c] + H+[c] + Pi[c],,ENSMUSG00000015243,,,,,,"Transport, extracellular",,,,
4651,,MMRNR07474,Symport of Bicarbonate and Sodium,3 HCO3-[s] + Na+[s] <=> 3 HCO3-[c] + Na+[c],,ENSMUSG00000060961,,,,,,"Transport, extracellular",,,,
4652,,MMRNR07477,Biotin Transport via Sodium Symport,ATP[c] + biotin[s] + H2O[c] + 2 Na+[s] => ADP[c] + biotin[c] + H+[c] + 2 Na+[c] + Pi[c],,ENSMUSG00000006641,,,,,,"Transport, extracellular",,,,
4653,,MMRNR07479,"Acid Phosphatase (FMN), Extracellular",Flavin Mononucleotide[s] + H2O[s] => Pi[s] + riboflavin[s],,ENSMUSG00000036500 or ENSMUSG00000079440,,,,,,"Transport, extracellular",,,,
4654,,MMRNR07480,Transport of Glucose into the Portal Blood,glucose[c] => glucose[s],,ENSMUSG00000027690,,,,,,"Transport, extracellular",,,,
4655,,MMRNR07482,Release of Heme into the Blood,heme[c] => heme[s],,ENSMUSG00000020829 or ENSMUSG00000066595,,,,,,"Transport, extracellular",,,,
4656,,MMRNR07484,Absorption for Spermine Across the Basolateral Side,spermine[s] <=> spermine[c],,ENSMUSG00000023829 or ENSMUSG00000037455,,,,,,"Transport, extracellular",,,,
4657,,MMRNR07487,Transport of L-Kynurenine,kynurenine[s] <=> kynurenine[c],,ENSMUSG00000038178,,,,,,"Transport, extracellular",,,,
4658,,MMRNR07488,Transport of L-Kynurenine,kynurenine[s] + phenylalanine[c] <=> kynurenine[c] + phenylalanine[s],,ENSMUSG00000022180,,,,,,"Transport, extracellular",,,,
4659,,MMRNR07493,Alanine Transport by B0At3,Chloride[s] + L-Alanine[s] + Na+[s] => Chloride[c] + L-Alanine[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4660,,MMRNR07496,Arginine Transport by B0At3,arginine[s] + Chloride[s] + Na+[s] => arginine[c] + Chloride[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4661,,MMRNR07497,Asparagine Transport by B0At3,asparagine[s] + Chloride[s] + Na+[s] => asparagine[c] + Chloride[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4662,,MMRNR07498,Betaine Transport by Bgt,betaine[s] + Chloride[s] + Na+[s] <=> betaine[c] + Chloride[c] + Na+[c],,ENSMUSG00000030096 or ENSMUSG00000030108 or ENSMUSG00000030109,,,,,,"Transport, extracellular",,,,
4663,,MMRNR07502,Cysteine Transport by B0At3,Chloride[s] + cysteine[s] + Na+[s] => Chloride[c] + cysteine[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4664,,MMRNR07508,Folate Transport by ABCa11,ATP[c] + folate[c] + H2O[c] => ADP[c] + folate[s] + H+[c] + Pi[c],,ENSMUSG00000023088 or ENSMUSG00000025194 or ENSMUSG00000028970 or ENSMUSG00000029802 or ENSMUSG00000040584 or ENSMUSG00000042476,,,,,,"Transport, extracellular",,,,
4665,,MMRNR07509,Folate Transport by Oat1,AKG[c] + folate[s] + Na+[s] <=> AKG[s] + folate[c] + Na+[c],,ENSMUSG00000024650,,,,,,"Transport, extracellular",,,,
4666,,MMRNR07510,Folate Transport by Oats,folate[s] + sulfate[c] <=> folate[c] + sulfate[s],,ENSMUSG00000063796,,,,,,"Transport, extracellular",,,,
4667,,MMRNR07511,Folate Transport by OATP,folate[s] + HCO3-[c] <=> folate[c] + HCO3-[s],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000079262,,,,,,"Transport, extracellular",,,,
4668,,MMRNR07512,GABA Transport by Bgt,4-aminobutyrate[s] + Chloride[s] + Na+[s] <=> 4-aminobutyrate[c] + Chloride[c] + Na+[c],,ENSMUSG00000030096 or ENSMUSG00000030108 or ENSMUSG00000030109,,,,,,"Transport, extracellular",,,,
4669,,MMRNR07513,Glutamine Transport by B0At3,Chloride[s] + glutamine[s] + Na+[s] => Chloride[c] + glutamine[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4670,,MMRNR07514,Glutamate Transport by B0At3,Chloride[s] + glutamate[s] + Na+[s] => Chloride[c] + glutamate[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4671,,MMRNR07516,Water And Glycerol Transport by Aqp,glycerol[s] + H2O[s] <=> glycerol[c] + H2O[c],,ENSMUSG00000028427 or ENSMUSG00000032204,,,,,,"Transport, extracellular",,,,
4672,,MMRNR07517,Iso-Leucine Transport by B0At3,Chloride[s] + isoleucine[s] + Na+[s] => Chloride[c] + isoleucine[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4673,,MMRNR07518,Leucine Transport by B0At3,Chloride[s] + leucine[s] + Na+[s] => Chloride[c] + leucine[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4674,,MMRNR07521,Methionine Transport by B0At3,Chloride[s] + methionine[s] + Na+[s] => Chloride[c] + methionine[c] + Na+[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4675,,MMRNR07524,Phenylalanine Transport by B0At3,Chloride[s] + Na+[s] + phenylalanine[s] => Chloride[c] + Na+[c] + phenylalanine[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4676,,MMRNR07525,Heme Transport by ABCg2,ATP[c] + H2O[c] + heme[c] => ADP[c] + H+[c] + heme[s] + Pi[c],,ENSMUSG00000029802,,,,,,"Transport, extracellular",,,,
4677,,MMRNR07530,Serine Transport by B0At3,Chloride[s] + Na+[s] + serine[s] => Chloride[c] + Na+[c] + serine[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4678,,MMRNR07533,Tyrptophan Transport by B0At3,Chloride[s] + Na+[s] + tryptophan[s] => Chloride[c] + Na+[c] + tryptophan[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4679,,MMRNR07534,Tyrosine Transport by B0At3,Chloride[s] + Na+[s] + tyrosine[s] => Chloride[c] + Na+[c] + tyrosine[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4680,,MMRNR07535,Valine Transport by B0At3,Chloride[s] + Na+[s] + valine[s] => Chloride[c] + Na+[c] + valine[c],,ENSMUSG00000015401 or ENSMUSG00000021612,,,,,,"Transport, extracellular",,,,
4681,,MMRNR07539,Galactose Transport via Sodium Symport,galactose[s] + Na+[s] <=> galactose[c] + Na+[c],,ENSMUSG00000030781,,,,,,"Transport, extracellular",,,,
4682,,MMRNR07540,ABC Bile Acid Transporter,ATP[c] + Glycocholate[c] + H2O[c] => ADP[c] + Glycocholate[s] + H+[c] + Pi[c],,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4683,,MMRNR07541,Glucose Transport via Sodium Symport,glucose[s] + Na+[s] <=> glucose[c] + Na+[c],,ENSMUSG00000030781 or ENSMUSG00000041644,,,,,,"Transport, extracellular",,,,
4684,,MMRNR07543,Heme Transport,heme[s] => heme[c],,ENSMUSG00000020829,,,,,,"Transport, extracellular",,,,
4685,,MMRNR07544,Secretion of Riboflavin,ATP[c] + H2O[c] + riboflavin[c] => ADP[c] + H+[c] + Pi[c] + riboflavin[s],,ENSMUSG00000022560,,,,,,"Transport, extracellular",,,,
4686,,MMRNR07545,ABC Bile Acid Transporter,ATP[c] + H2O[c] + taurocholate[c] => ADP[c] + H+[c] + Pi[c] + taurocholate[s],,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4687,,MMRNR07546,L-Tryptophan Transport,tryptophan[s] <=> tryptophan[c],,ENSMUSG00000000958 or ENSMUSG00000010095 or ENSMUSG00000019838 or ENSMUSG00000020261 or ENSMUSG00000022180 or ENSMUSG00000027075 or ENSMUSG00000031596 or ENSMUSG00000038178 or ENSMUSG00000040010 or ENSMUSG00000041313,,,,,,"Transport, extracellular",,,,
4688,,MMRNR07547,Vitamin D3 Uptake,Calciol[s] => vitamin D3[c],,ENSMUSG00000002944,,,,,,"Transport, extracellular",,,,
4689,,MMRNR07548,Cholesterol Efflux (ATP Depedent),ATP[c] + cholesterol[c] + H2O[c] => ADP[c] + cholesterol[s] + H+[c] + Pi[c],,ENSMUSG00000015243,,,,,,"Transport, extracellular",,,,
4690,,MMRNR07550,Vitamin E Transport by Scarb1,(+)-Alpha-Tocopherol[s] => alpha-tocopherol[c],,ENSMUSG00000037936,,,,,,"Transport, extracellular",,,,
4691,,MMRNR07551,Folate Transport by Folate Receptors,folate[s] => folate[c],,ENSMUSG00000001827 or ENSMUSG00000032725,,,,,,"Transport, extracellular",,,,
4692,,MMRNR07553,Glycine Synthase (Ec 2.1.2.10),"5,10-methylene-THF[m] + Ammonium[m] + CO2[m] + NADH[m] => glycine[m] + NAD+[m] + THF[m]",,ENSMUSG00000032607,,,,,,"Transport, extracellular",,,,
4693,,MMRNR07562,"Transport of Lithocholate, Active Transport",ATP[c] + H2O[c] + lithocholate[c] => ADP[c] + H+[c] + lithocholate[s] + Pi[c],6.3.2.11,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4694,,MMRNR07563,"Transport of Lithocholate, Sodium Symport",lithocholate[c] + Na+[c] <=> lithocholate[s] + Na+[s],,ENSMUSG00000021135,,,,,,"Transport, extracellular",,,,
4695,,MMRNR07568,"Transport of Bile Acid, Ursodeoxycholate, Active Transport",ATP[c] + H2O[c] + ursodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + ursodeoxycholate[s],,ENSMUSG00000020865 or ENSMUSG00000025194 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4696,,MMRNR07569,"Transport of Bile Acid, Sulfochenodeoxycholate, Active Transport",ATP[c] + H2O[c] + sulfochenodeoxycholate[c] => ADP[c] + H+[c] + Pi[c] + sulfochenodeoxycholate[s],,ENSMUSG00000020865 or ENSMUSG00000025194 or ENSMUSG00000029802,,,,,,"Transport, extracellular",,,,
4697,,MMRNR07570,Indoxyl Sulfate Transport into the Kidney via Oat1 (Slc22A6),AKG[c] => AKG[s],,ENSMUSG00000024650,,,,,,"Transport, extracellular",,,,
4698,,MMRNR07813,Transport of Homovanillate by Oat3,AKG[s] + homovanillate[c] <=> AKG[c] + homovanillate[s],,ENSMUSG00000063796,,,,,,"Transport, extracellular",,,,
4699,,MMRNR07814,L-Arginine Transport via Diffusion,arginine[s] <=> arginine[c],,ENSMUSG00000031596 or ENSMUSG00000041313,,,,,,"Transport, extracellular",,,,
4700,,MMRNR07816,"Transport of 3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestanate, Active Transport","3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanate[c] + ATP[c] + H2O[c] => 3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanate[s] + ADP[c] + H+[c] + Pi[c]",,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4701,,MMRNR07817,"Transport of 3Alpha, 7Alpha-Dihydroxy-5Beta-Cholestanate, Sodium Symport","3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanate[c] + Na+[c] <=> 3Alpha,7Alpha-Dihydroxy-5Beta-Cholestanate[s] + Na+[s]",,ENSMUSG00000021135,,,,,,"Transport, extracellular",,,,
4702,,MMRNR07818,"Transport of 3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholestanoate, Active Transport","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] + ATP[c] + H2O[c] => 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestanoate[s] + ADP[c] + H+[c] + Pi[c]",,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4703,,MMRNR07819,"Transport of 3Alpha, 7Alpha, 12Alpha-Trihydroxy-5Beta-Cholestanoate, Sodium Symport","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] + Na+[c] <=> 3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestanoate[s] + Na+[s]",,ENSMUSG00000021135,,,,,,"Transport, extracellular",,,,
4704,,MMRNR07820,"Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 26-Triol, Active Transport","5beta-cholestane-3alpha,7alpha,26-triol[c] + ATP[c] + H2O[c] => 5beta-cholestane-3alpha,7alpha,26-triol[s] + ADP[c] + H+[c] + Pi[c]",,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4705,,MMRNR07821,"Transport of 5Beta-Cholestane-3Alpha, 7Alpha, 26-Triol, Sodium Symport","5beta-cholestane-3alpha,7alpha,26-triol[c] + Na+[c] <=> 5beta-cholestane-3alpha,7alpha,26-triol[s] + Na+[s]",,ENSMUSG00000021135,,,,,,"Transport, extracellular",,,,
4706,,MMRNR07822,"Transport of 7Alpha-Hydroxycholest-4-En-3-One, Active Transport",7alpha-hydroxycholest-4-en-3-one[c] + ATP[c] + H2O[c] => 7alpha-hydroxycholest-4-en-3-one[s] + ADP[c] + H+[c] + Pi[c],,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4707,,MMRNR07823,"Transport of 7Alpha-Hydroxycholest-4-En-3-One, Sodium Symport",7alpha-hydroxycholest-4-en-3-one[c] + Na+[c] <=> 7alpha-hydroxycholest-4-en-3-one[s] + Na+[s],,ENSMUSG00000021135,,,,,,"Transport, extracellular",,,,
4708,,MMRNR07825,"Transport of 7-Ketolithocholate, Active Transport",7-Ketolithocholate[c] + ATP[c] + H2O[c] => 7-Ketolithocholate[s] + ADP[c] + H+[c] + Pi[c],,ENSMUSG00000020865 or ENSMUSG00000027048,,,,,,"Transport, extracellular",,,,
4709,,MMRNR07826,"Transport of 7-Ketolithocholate, Sodium Symport",7-Ketolithocholate[c] + Na+[c] <=> 7-Ketolithocholate[s] + Na+[s],,ENSMUSG00000021135,,,,,,"Transport, extracellular",,,,
4710,,MMRNR07827,Acetoacetate Transport via Proton Symport,Acetoacetate[s] + H+[s] <=> Acetoacetate[c] + H+[c],2.3.1.9,ENSMUSG00000020102 or ENSMUSG00000032902,,,,,,"Transport, extracellular",,,,
4711,,MMRNR07829,"Butyrate Transport via Proton Symport, Reversible",Butyrate[s] + H+[s] <=> Butyrate[c] + H+[c],,ENSMUSG00000032902,,,,,,"Transport, extracellular",,,,
4712,,MMRNR07831,D-Galactose Transport via Proton Symport,galactose[s] + 2 H+[s] <=> galactose[c] + 2 H+[c],2.4.1.92,ENSMUSG00000011034 or ENSMUSG00000030781,,,,,,"Transport, extracellular",,,,
4713,,MMRNR07835,H2O Transport via Diffusion,H2O[s] <=> H2O[c],,ENSMUSG00000004655 or ENSMUSG00000011034 or ENSMUSG00000023013 or ENSMUSG00000024411 or ENSMUSG00000028427 or ENSMUSG00000030762,,,,,,"Transport, extracellular",,,,
4714,,MMRNR07837,L-Lactate Reversible Transport via Proton Symport,(S)-Lactate[s] + H+[s] <=> (S)-Lactate[c] + H+[c],,ENSMUSG00000020102 or ENSMUSG00000023175 or ENSMUSG00000032902,,,,,,"Transport, extracellular",,,,
4715,,MMRNR07838,Sodium Proton Antiporter (H:Na Is 1:1),H+[s] + Na+[c] <=> H+[c] + Na+[s],,ENSMUSG00000028854,,,,,,"Transport, extracellular",,,,
4716,,MMRNR07841,Urea Transport via Facilitate Diffusion,urea[s] <=> urea[c],2.7.4.14,ENSMUSG00000011034 or ENSMUSG00000030781 or ENSMUSG00000032204,,,,,,"Transport, extracellular",,,,
