,#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE
3259,,Psychosine Sulfate[c],Psychosine Sulfate,,kegg.compound/C02744;pubchem.compound/5280538,,"1S/C24H47NO10S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(26)18(25)16-33-24-23(29)22(28)21(27)20(35-24)17-34-36(30,31)32/h14-15,18-24,26-29H,2-13,16-17,25H2,1H3,(H,30,31,32)/b15-14+/t18-,19+,20+,21-,22-,23+,24+/m0/s1",c,MMRNM3526c,
3260,,Psychosine[c],Psychosine,,hmdb/HMDB00648;kegg.compound/C01747;pubchem.compound/22833541,,"1S/C24H47NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h14-15,18-24,26-30H,2-13,16-17,25H2,1H3/p+1/b15-14+/t18-,19+,20+,21-,22-,23+,24+/m0/s1",c,MMRNM3527c,
3261,,Psychosine[l],Psychosine,,hmdb/HMDB00648;kegg.compound/C01747;pubchem.compound/22833541,,"1S/C24H47NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h14-15,18-24,26-30H,2-13,16-17,25H2,1H3/p+1/b15-14+/t18-,19+,20+,21-,22-,23+,24+/m0/s1",l,MMRNM3527l,
3262,,putrescine[c],putrescine,,obo.chebi:CHEBI/17148,C4H12N2,,c,MMRNM3529c,
3263,,putrescine[m],putrescine,,obo.chebi:CHEBI/17148,C4H12N2,,m,MMRNM3529m,
3264,,putrescine[s],putrescine,,obo.chebi:CHEBI/17148,C4H12N2,,s,MMRNM3529s,
3265,,pyridoxal-phosphate[c],pyridoxal-phosphate,,obo.chebi:CHEBI/18405,C8H10NO6P,,c,MMRNM3530c,
3266,,pyridoxal[c],pyridoxal,,obo.chebi:CHEBI/17310,C8H9NO3,,c,MMRNM3531c,
3267,,pyridoxamine-phosphate[c],pyridoxamine-phosphate,,obo.chebi:CHEBI/18335,C8H13N2O5P,,c,MMRNM3532c,
3268,,pyridoxamine[c],pyridoxamine,,obo.chebi:CHEBI/16410,C8H12N2O2,,c,MMRNM3533c,
3269,,pyridoxamine[s],pyridoxamine,,,C8H12N2O2,,s,MMRNM3533s,-4.0
3270,,pyridoxine-phosphate[c],pyridoxine-phosphate,,obo.chebi:CHEBI/28803,C8H12NO6P,,c,MMRNM3534c,
3271,,pyridoxine[c],pyridoxine,,obo.chebi:CHEBI/16709,C8H11NO3,,c,MMRNM3535c,
3272,,pyruvate[c],pyruvate,,obo.chebi:CHEBI/32816,C3H4O3,,c,MMRNM3536c,
3273,,pyruvate[m],pyruvate,,obo.chebi:CHEBI/32816,C3H4O3,,m,MMRNM3536m,-3.0
3274,,pyruvate[p],pyruvate,,obo.chebi:CHEBI/32816,C3H4O3,,p,MMRNM3536p,
3275,,pyruvate[s],pyruvate,,obo.chebi:CHEBI/32816,C3H4O3,,s,MMRNM3536s,
3276,,quinolinate[c],quinolinate,,obo.chebi:CHEBI/16675,C7H5NO4,,c,MMRNM3539c,
3277,,quinonoid dihydrobiopterin[c],quinonoid dihydrobiopterin,,,C9H13N5O3,,c,MMRNM3541c,
3278,,quinonoid dihydrobiopterin[n],quinonoid dihydrobiopterin,,,C9H13N5O3,,n,MMRNM3541n,
3279,,Retinal[c],Retinal,,hmdb/HMDB01358;kegg.compound/C00376;pubchem.compound/638015,,"1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3",c,MMRNM3553c,
3280,,Retinal[r],Retinal,,hmdb/HMDB01358;kegg.compound/C00376;pubchem.compound/638015,,"1S/C20H28O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,15H,7,10,14H2,1-5H3",r,MMRNM3553r,
3281,,retinoate[c],retinoate,,obo.chebi:CHEBI/15367,C20H28O2,,c,MMRNM3554c,
3282,,retinoate[r],retinoate,,obo.chebi:CHEBI/15367,C20H28O2,,r,MMRNM3554r,
3283,,retinoate[s],retinoate,,obo.chebi:CHEBI/15367,C20H28O2,,s,MMRNM3554s,
3284,,retinol[c],retinol,,kegg.compound/C00473,C20H30O,,c,MMRNM3555c,
3285,,retinol[r],retinol,,kegg.compound/C00473,C20H30O,,r,MMRNM3555r,
3286,,retinoyl-glucuronide[r],retinoyl-glucuronide,,obo.chebi:CHEBI/28870,C26H36O8,,r,MMRNM3557r,
3287,,reverse triiodthyronine[c],reverse triiodthyronine,,obo.chebi:CHEBI/28774,C15H12I3NO4,,c,MMRNM3560c,
3288,,reverse triiodthyronine[s],reverse triiodthyronine,,obo.chebi:CHEBI/28774,C15H12I3NO4,,s,MMRNM3560s,
3289,,ribitol[c],ribitol,,obo.chebi:CHEBI/15963,C5H12O5,,c,MMRNM3562c,-3.0
3290,,ribitol[s],ribitol,,,C5H12O5,,s,MMRNM3562s,
3291,,riboflavin[c],riboflavin,,obo.chebi:CHEBI/17015,C17H20N4O6,,c,MMRNM3563c,
3292,,riboflavin[s],riboflavin,,obo.chebi:CHEBI/17015,C17H20N4O6,,s,MMRNM3563s,
3293,,ribose-1-phosphate[c],ribose-1-phosphate,,obo.chebi:CHEBI/35425,C5H11O8P,,c,MMRNM3564c,
3294,,ribose-5-phosphate[c],ribose-5-phosphate,,obo.chebi:CHEBI/17797,C5H11O8P,,c,MMRNM3565c,
3295,,ribose-5-phosphate[r],ribose-5-phosphate,,obo.chebi:CHEBI/17797,C5H11O8P,,r,MMRNM3565r,
3296,,ribose[c],ribose,,obo.chebi:CHEBI/47013,C5H10O5,,c,MMRNM3566c,
3297,,ribulose-5-phosphate[c],ribulose-5-phosphate,,obo.chebi:CHEBI/17363,C5H11O8P,,c,MMRNM3567c,
3298,,ribulose-5-phosphate[r],ribulose-5-phosphate,,obo.chebi:CHEBI/17363,C5H11O8P,,r,MMRNM3567r,
3299,,rosuvastatin[c],rosuvastatin,,,C44H54CaF2N6O12S2,,c,MMRNM3572c,
3300,,rosuvastatin[s],rosuvastatin,,,C44H54CaF2N6O12S2,,s,MMRNM3572s,
3301,,S-(2-methylbutanoyl)-dihydrolipoamide[m],S-(2-methylbutanoyl)-dihydrolipoamide,,obo.chebi:CHEBI/28692,C13H25NO2S2,,m,MMRNM3578m,
3302,,S-(2-methylpropanoyl)-dihydrolipoamide[m],S-(2-methylpropanoyl)-dihydrolipoamide,,obo.chebi:CHEBI/17577,C12H23NO2S2,,m,MMRNM3579m,
3303,,S-(3-methylbutanoyl)-dihydrolipoamide[m],S-(3-methylbutanoyl)-dihydrolipoamide,,obo.chebi:CHEBI/27462,C13H25NO2S2,,m,MMRNM3581m,
3304,,S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine[c],S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine,,,C9H13N3O4S,,c,MMRNM3594c,
3305,,S-acetyldihydrolipoamide[m],S-acetyldihydrolipoamide,,obo.chebi:CHEBI/16807,C10H19NO2S2,,m,MMRNM3597m,
3306,,S-adenosylmethioninamine[c],S-adenosylmethioninamine,,obo.chebi:CHEBI/15625,C14H23N6O3S,,c,MMRNM3600c,
3307,,S-aminomethyldihydrolipoamide[m],S-aminomethyldihydrolipoamide,,obo.chebi:CHEBI/50622,C9H20N2OS2,,m,MMRNM3601m,
3308,,S-aminomethyldihydrolipoylprotein[m],S-aminomethyldihydrolipoylprotein,,obo.chebi:CHEBI/16882,C9H19N2OS2R,,m,MMRNM3602m,
3309,,S-glutaryldihydrolipoamide[m],S-glutaryldihydrolipoamide,,obo.chebi:CHEBI/28391,C13H23NO4S2,,m,MMRNM3605m,
3310,,S-glutathionyl-2-4-dinitrobenzene[c],S-glutathionyl-2-4-dinitrobenzene,,,C16H19N5O10S,,c,MMRNM3606c,
3311,,S-glutathionyl-2-4-dinitrobenzene[s],S-glutathionyl-2-4-dinitrobenzene,,,C16H19N5O10S,,s,MMRNM3606s,
3312,,S-glutathionyl-ethacrynic acid[c],S-glutathionyl-ethacrynic acid,,,,,c,MMRNM3607c,
3313,,S-glutathionyl-ethacrynic acid[s],S-glutathionyl-ethacrynic acid,,,,,s,MMRNM3607s,
3314,,S-methyl-5-thio-D-ribulose-1-phosphate[c],S-methyl-5-thio-D-ribulose-1-phosphate,,obo.chebi:CHEBI/28096,C6H13O7PS,,c,MMRNM3608c,
3315,,S-succinyldihydrolipoamide[m],S-succinyldihydrolipoamide,,obo.chebi:CHEBI/17432,C12H21NO4S2,,m,MMRNM3609m,
3316,,saccharopine[m],saccharopine,,obo.chebi:CHEBI/16927,C11H20N2O6,,m,MMRNM3610m,
3317,,SAH[c],SAH,,obo.chebi:CHEBI/16680,C14H20N6O5S,,c,MMRNM3611c,
3318,,SAICAR[c],SAICAR,,obo.chebi:CHEBI/18319,C13H19N4O12P,,c,MMRNM3612c,
3319,,SAM[c],SAM,,obo.chebi:CHEBI/15414,C15H22N6O5S,,c,MMRNM3617c,
3320,,sarcosine[c],sarcosine,,obo.chebi:CHEBI/15611,C3H7NO2,,c,MMRNM3618c,
3321,,sarcosine[m],sarcosine,,obo.chebi:CHEBI/15611,C3H7NO2,,m,MMRNM3618m,
3322,,sarcosine[p],sarcosine,,obo.chebi:CHEBI/15611,C3H7NO2,,p,MMRNM3618p,
3323,,se-adenosylselenomethionine[c],se-adenosylselenomethionine,,obo.chebi:CHEBI/9066,C15H23N6O5Se,,c,MMRNM3620c,
3324,,"Sedoheptulose 1,7-Bisphosphate[c]","Sedoheptulose 1,7-Bisphosphate",,kegg.compound/C00447;pubchem.compound/164735,,"1S/C7H16O13P2/c8-3(1-19-21(13,14)15)5(10)7(12)6(11)4(9)2-20-22(16,17)18/h3,5-8,10-12H,1-2H2,(H2,13,14,15)(H2,16,17,18)/p-4/t3-,5-,6-,7-/m1/s1",c,MMRNM3625c,
3325,,sedoheptulose-7-phosphate[c],sedoheptulose-7-phosphate,,obo.chebi:CHEBI/15721,C7H15O10P,,c,MMRNM3628c,
3326,,selenate[c],selenate,,obo.chebi:CHEBI/18170,H2SeO4,,c,MMRNM3630c,
3327,,selenate[s],selenate,,obo.chebi:CHEBI/18170,H2SeO4,,s,MMRNM3630s,
3328,,selenide[c],selenide,,obo.chebi:CHEBI/16503,H2Se,,c,MMRNM3631c,
3329,,selenocystathionine[c],selenocystathionine,,obo.chebi:CHEBI/27760,C7H14N2O4Se,,c,MMRNM3633c,
3330,,selenocysteine[c],selenocysteine,,obo.chebi:CHEBI/16633,C3H7NO2Se,,c,MMRNM3634c,
3331,,selenohomocysteine[c],selenohomocysteine,,obo.chebi:CHEBI/9068,C4H9NO2Se,,c,MMRNM3635c,
3332,,selenomethionine[c],selenomethionine,,obo.chebi:CHEBI/30021,C5H11NO2Se,,c,MMRNM3638c,-1.0
3333,,serine[c],serine,,obo.chebi:CHEBI/17115,C3H7NO3,,c,MMRNM3641c,
3334,,serine[l],serine,,obo.chebi:CHEBI/17115,C3H7NO3,,l,MMRNM3641l,
3335,,serine[m],serine,,obo.chebi:CHEBI/17115,C3H7NO3,,m,MMRNM3641m,
3336,,serine[p],serine,,obo.chebi:CHEBI/17115,C3H7NO3,,p,MMRNM3641p,
3337,,serine[s],serine,,obo.chebi:CHEBI/17115,C3H7NO3,,s,MMRNM3641s,
3338,,serotonin[c],serotonin,,obo.chebi:CHEBI/28790,C10H12N2O,,c,MMRNM3642c,
3339,,serotonin[s],serotonin,,obo.chebi:CHEBI/28790,C10H12N2O,,s,MMRNM3642s,
3340,,sialyl-3-paragloboside[c],sialyl-3-paragloboside,,obo.chebi:CHEBI/36528,C56H96N3O31R,,c,MMRNM3650c,
3341,,sialyl-3-paragloboside[g],sialyl-3-paragloboside,,obo.chebi:CHEBI/36528,C56H96N3O31R,,g,MMRNM3650g,
3342,,sialyl-galactosylgloboside[g],sialyl-galactosylgloboside,,,C62H106N3O36R,,g,MMRNM3651g,-4.0
3343,,sialyl-T antigen[g],sialyl-T antigen,,obo.chebi:CHEBI/16565,C25H41N2O19R,,g,MMRNM3652g,
3344,,"sialyl(1,3)-sialyl(2,6)-galactosylgloboside[g]","sialyl(1,3)-sialyl(2,6)-galactosylgloboside",,,C73H121N4O44R,,g,MMRNM3654g,
3345,,"sialyl(2,3)-sialyl(2,6)-galactosylgloboside[g]","sialyl(2,3)-sialyl(2,6)-galactosylgloboside",,,C73H123N4O44R,,g,MMRNM3655g,
3346,,simvastatin lactone form[c],simvastatin lactone form,,,C25H38O5,,c,MMRNM3657c,-4.0
3347,,simvastatin lactone form[s],simvastatin lactone form,,,C25H38O5,,s,MMRNM3657s,-4.0
3348,,SM pool[c],SM pool,,,,,c,MMRNM3675c,
3349,,SM pool[g],SM pool,,,,,g,MMRNM3675g,
3350,,SM pool[l],SM pool,,,,,l,MMRNM3675l,
3351,,sn-glycerol-3-PC[c],sn-glycerol-3-PC,,obo.chebi:CHEBI/16870,C8H21NO6P,,c,MMRNM3678c,
3352,,sn-glycerol-3-PE[c],sn-glycerol-3-PE,,obo.chebi:CHEBI/16929,C5H14NO6P,,c,MMRNM3679c,
3353,,sn-glycerol-3-phosphate[c],sn-glycerol-3-phosphate,,obo.chebi:CHEBI/15978,C3H9O6P,,c,MMRNM3680c,
3354,,sn-glycerol-3-phosphate[p],sn-glycerol-3-phosphate,,obo.chebi:CHEBI/15978,C3H9O6P,,p,MMRNM3680p,
3355,,Sodium[r],Sodium,,hmdb/HMDB00588;kegg.compound/C01330;pubchem.compound/923,,1S/Na/q+1,r,MMRNM3681r,
3356,,spermidine[c],spermidine,,obo.chebi:CHEBI/16610,C7H19N3,,c,MMRNM3689c,
3357,,spermine[c],spermine,,obo.chebi:CHEBI/15746,C10H26N4,,c,MMRNM3692c,
3358,,spermine[s],spermine,,obo.chebi:CHEBI/15746,C10H26N4,,s,MMRNM3692s,
3359,,sphinganine-1-phosphate[c],sphinganine-1-phosphate,,obo.chebi:CHEBI/16893,C18H40NO5P,,c,MMRNM3693c,
3360,,sphinganine-1-phosphate[r],sphinganine-1-phosphate,,obo.chebi:CHEBI/16893,C18H40NO5P,,r,MMRNM3693r,
3361,,sphinganine[c],sphinganine,,obo.chebi:CHEBI/16566,C18H39NO2,,c,MMRNM3694c,
3362,,sphinganine[r],sphinganine,,obo.chebi:CHEBI/16566,C18H39NO2,,r,MMRNM3694r,
3363,,sphingosine-1-phosphate[c],sphingosine-1-phosphate,,obo.chebi:CHEBI/37550,C18H38NO5P,,c,MMRNM3696c,-4.0
3364,,sphingosine-1-phosphate[r],sphingosine-1-phosphate,,obo.chebi:CHEBI/37550,C18H38NO5P,,r,MMRNM3696r,-4.0
3365,,sphingosine-1-phosphate[s],sphingosine-1-phosphate,,obo.chebi:CHEBI/37550,C18H38NO5P,,s,MMRNM3696s,-4.0
3366,,Sphingosine[c],Sphingosine,,hmdb/HMDB00252;kegg.compound/C00319;pubchem.compound/5353955,,"1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/p+1",c,MMRNM3697c,-4.0
3367,,Sphingosine[l],Sphingosine,,hmdb/HMDB00252;kegg.compound/C00319;pubchem.compound/5353955,,"1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/p+1",l,MMRNM3697l,
3368,,Sphingosine[r],Sphingosine,,hmdb/HMDB00252;kegg.compound/C00319;pubchem.compound/5353955,,"1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/p+1",r,MMRNM3697r,
3369,,Sphingosine[s],Sphingosine,,hmdb/HMDB00252;kegg.compound/C00319;pubchem.compound/5353955,,"1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/p+1",s,MMRNM3697s,
3370,,sphingosylphosphorylcholine[c],sphingosylphosphorylcholine,,,C23H49N2O5P,,c,MMRNM3698c,
3371,,"squalene 2,3-oxide[c]","squalene 2,3-oxide",,obo.chebi:CHEBI/15441,C30H50O,,c,MMRNM3700c,
3372,,Squalene[c],Squalene,,kegg.compound/C00751;pubchem.compound/11975273,,"1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+",c,MMRNM3701c,
3373,,Squalene[r],Squalene,,kegg.compound/C00751;pubchem.compound/11975273,,"1S/C30H50/c1-25(2)15-11-19-29(7)23-13-21-27(5)17-9-10-18-28(6)22-14-24-30(8)20-12-16-26(3)4/h15-18,23-24H,9-14,19-22H2,1-8H3/b27-17+,28-18+,29-23+,30-24+",r,MMRNM3701r,
3374,,STAR[c],STAR,,,,,c,MMRNM3703c,
3375,,STAR[l],STAR,,,,,l,MMRNM3703l,
3376,,starch structure 1[s],starch structure 1,,,C66H112O56,,s,MMRNM3704s,
3377,,starch structure 2[s],starch structure 2,,,C18H32O16,,s,MMRNM3705s,
3378,,stearate[c],stearate,,obo.chebi:CHEBI/28842,C18H36O2,,c,MMRNM3706c,
3379,,stearate[r],stearate,,obo.chebi:CHEBI/28842,C18H36O2,,r,MMRNM3706r,
3380,,stearate[s],stearate,,obo.chebi:CHEBI/28842,C18H36O2,,s,MMRNM3706s,
3381,,stearidonic acid[c],stearidonic acid,,obo.chebi:CHEBI/32389,C18H28O2,,c,MMRNM3707c,-4.0
3382,,stearidonic acid[r],stearidonic acid,,obo.chebi:CHEBI/32389,C18H28O2,,r,MMRNM3707r,
3383,,stearidonic acid[s],stearidonic acid,,obo.chebi:CHEBI/32389,C18H28O2,,s,MMRNM3707s,
3384,,Stearidonoyl Coenzyme A[p],Stearidonoyl Coenzyme A,,kegg.compound/C16163;pubchem.compound/23724640,,"1S/C39H62N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(48)67-23-22-41-29(47)20-21-42-37(51)34(50)39(2,3)25-60-66(57,58)63-65(55,56)59-24-28-33(62-64(52,53)54)32(49)38(61-28)46-27-45-31-35(40)43-26-44-36(31)46/h5-6,8-9,11-12,14-15,26-28,32-34,38,49-50H,4,7,10,13,16-25H2,1-3H3,(H,41,47)(H,42,51)(H,55,56)(H,57,58)(H2,40,43,44)(H2,52,53,54)/p-4/b6-5-,9-8-,12-11-,15-14-/t28-,32-,33-,34+,38-/m1/s1",p,MMRNM3708p,
3385,,stearoyl-CoA[c],stearoyl-CoA,,obo.chebi:CHEBI/15541,C39H70N7O17P3S,,c,MMRNM3709c,
3386,,stearoyl-CoA[m],stearoyl-CoA,,obo.chebi:CHEBI/15541,C39H70N7O17P3S,,m,MMRNM3709m,
3387,,stearoyl-CoA[p],stearoyl-CoA,,obo.chebi:CHEBI/15541,C39H70N7O17P3S,,p,MMRNM3709p,
3388,,stearoyl-CoA[r],stearoyl-CoA,,obo.chebi:CHEBI/15541,C39H70N7O17P3S,,r,MMRNM3709r,
3389,,stearoylcarnitine[c],stearoylcarnitine,,lipidmaps/LMFA07070008,C25H49NO4,,c,MMRNM3710c,
3390,,stearoylcarnitine[m],stearoylcarnitine,,lipidmaps/LMFA07070008,C25H49NO4,,m,MMRNM3710m,
3391,,stearoylcarnitine[r],stearoylcarnitine,,lipidmaps/LMFA07070008,C25H49NO4,,r,MMRNM3710r,
3392,,succinate semialdehyde[m],succinate semialdehyde,,obo.chebi:CHEBI/16265,C4H6O3,,m,MMRNM3715m,
3393,,succinate[c],succinate,,obo.chebi:CHEBI/15741,C4H6O4,,c,MMRNM3716c,
3394,,succinate[m],succinate,,obo.chebi:CHEBI/15741,C4H6O4,,m,MMRNM3716m,
3395,,succinate[p],succinate,,obo.chebi:CHEBI/15741,C4H6O4,,p,MMRNM3716p,
3396,,succinate[s],succinate,,obo.chebi:CHEBI/15741,C4H6O4,,s,MMRNM3716s,
3397,,succinyl-CoA[m],succinyl-CoA,,obo.chebi:CHEBI/15380,C25H40N7O19P3S,,m,MMRNM3719m,
3398,,sucrose[s],sucrose,,obo.chebi:CHEBI/17992,C12H22O11,,s,MMRNM3720s,
3399,,sulfate[c],sulfate,,obo.chebi:CHEBI/16189,H2SO4,,c,MMRNM3721c,
3400,,sulfate[l],sulfate,,obo.chebi:CHEBI/16189,H2SO4,,l,MMRNM3721l,
3401,,sulfate[m],sulfate,,obo.chebi:CHEBI/16189,H2SO4,,m,MMRNM3721m,
3402,,sulfate[r],sulfate,,,H2SO4,,r,MMRNM3721r,
3403,,sulfate[s],sulfate,,obo.chebi:CHEBI/16189,H2SO4,,s,MMRNM3721s,
3404,,sulfatide galactocerebroside[c],sulfatide galactocerebroside,,,C25H46NO11SR,,c,MMRNM3722c,
3405,,sulfatide galactocerebroside[g],sulfatide galactocerebroside,,,C25H46NO11SR,,g,MMRNM3722g,
3406,,sulfatide galactocerebroside[l],sulfatide galactocerebroside,,,C25H46NO11SR,,l,MMRNM3722l,
3407,,sulfite[c],sulfite,,obo.chebi:CHEBI/48854,H2SO3,,c,MMRNM3724c,
3408,,sulfite[m],sulfite,,obo.chebi:CHEBI/48854,H2SO3,,m,MMRNM3724m,
3409,,sulfochenodeoxycholate[c],sulfochenodeoxycholate,,,C24H41O7S,,c,MMRNM3725c,
3410,,sulfochenodeoxycholate[s],sulfochenodeoxycholate,,,C24H41O7S,,s,MMRNM3725s,
3411,,sulfoglycolithocholate[c],sulfoglycolithocholate,,kegg.compound/C11301,C26H42NO7S,,c,MMRNM3726c,
3412,,sulfoglycolithocholate[s],sulfoglycolithocholate,,kegg.compound/C11301,C26H42NO7S,,s,MMRNM3726s,
3413,,sulfotaurolithocholate[c],sulfotaurolithocholate,,obo.chebi:CHEBI/17864,C26H45NO8S2,,c,MMRNM3727c,
3414,,sulfotaurolithocholate[s],sulfotaurolithocholate,,obo.chebi:CHEBI/17864,C26H45NO8S2,,s,MMRNM3727s,
3415,,T-antigen[g],T-antigen,,obo.chebi:CHEBI/16117,C14H24NO11R,,g,MMRNM3729g,
3416,,TAG-chylomicron pool[s],TAG-chylomicron pool,,,,,s,MMRNM3733s,
3417,,TAG-LD pool[c],TAG-LD pool,,,,,c,MMRNM3735c,
3418,,TAG-LD pool[l],TAG-LD pool,,,,,l,MMRNM3735l,
3419,,TAG-LD pool[r],TAG-LD pool,,,,,r,MMRNM3735r,
3420,,TAG-VLDL pool[s],TAG-VLDL pool,,,,,s,MMRNM3736s,
3421,,taurine[c],taurine,,obo.chebi:CHEBI/15891,C2H7NO3S,,c,MMRNM3738c,
3422,,taurine[p],taurine,,obo.chebi:CHEBI/15891,C2H7NO3S,,p,MMRNM3738p,
3423,,taurine[s],taurine,,obo.chebi:CHEBI/15891,C2H7NO3S,,s,MMRNM3738s,
3424,,taurochenodeoxycholate[c],taurochenodeoxycholate,,obo.chebi:CHEBI/16525,C26H45NO6S,,c,MMRNM3739c,
3425,,taurochenodeoxycholate[s],taurochenodeoxycholate,,obo.chebi:CHEBI/16525,C26H45NO6S,,s,MMRNM3739s,-4.0
3426,,Taurochenodeoxycholic acid 3-sulfate[c],Taurochenodeoxycholic acid 3-sulfate,,,C26H44NO9S2,,c,MMRNM3740c,
3427,,Taurochenodeoxycholic acid 3-sulfate[s],Taurochenodeoxycholic acid 3-sulfate,,,C26H44NO9S2,,s,MMRNM3740s,-4.0
3428,,taurocholate[c],taurocholate,,obo.chebi:CHEBI/28865,C26H45NO7S,,c,MMRNM3741c,-4.0
3429,,taurocholate[p],taurocholate,,obo.chebi:CHEBI/28865,C26H45NO7S,,p,MMRNM3741p,-4.0
3430,,taurocholate[s],taurocholate,,obo.chebi:CHEBI/28865,C26H45NO7S,,s,MMRNM3741s,-4.0
3431,,Taurocholic acid 3-sulfate[c],Taurocholic acid 3-sulfate,,,C26H44NO10S2,,c,MMRNM3742c,
3432,,Taurocholic acid 3-sulfate[s],Taurocholic acid 3-sulfate,,,C26H44NO10S2,,s,MMRNM3742s,
3433,,Taurodeoxycholic acid 3-sulfate[c],Taurodeoxycholic acid 3-sulfate,,,C26H43NO9S2,,c,MMRNM3744c,
3434,,Taurodeoxycholic acid 3-sulfate[s],Taurodeoxycholic acid 3-sulfate,,,C26H43NO9S2,,s,MMRNM3744s,0.0
3435,,"Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[c]","Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine",,hmdb/HMDB11637;kegg.compound/C15516;pubchem.compound/17396508,C26H44NO7S,,c,MMRNM3746c,0.0
3436,,"Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine[s]","Taurohyocholic acid; N-(3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oyl)taurine",,hmdb/HMDB11637;kegg.compound/C15516;pubchem.compound/17396508,C26H44NO7S,,s,MMRNM3746s,
3437,,Taurolithocholate[c],Taurolithocholate,,hmdb/HMDB00722;kegg.compound/C02592;pubchem.compound/53477716,,"1S/C26H45NO5S/c1-17(4-9-24(29)27-14-15-33(30,31)32)21-7-8-22-20-6-5-18-16-19(28)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23,28H,4-16H2,1-3H3,(H,27,29)(H,30,31,32)/p-1/t17-,18-,19-,20+,21-,22+,23+,25+,26-/m1/s1",c,MMRNM3747c,
3438,,Taurolithocholate[s],Taurolithocholate,,hmdb/HMDB00722;kegg.compound/C02592;pubchem.compound/53477716,,"1S/C26H45NO5S/c1-17(4-9-24(29)27-14-15-33(30,31)32)21-7-8-22-20-6-5-18-16-19(28)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23,28H,4-16H2,1-3H3,(H,27,29)(H,30,31,32)/p-1/t17-,18-,19-,20+,21-,22+,23+,25+,26-/m1/s1",s,MMRNM3747s,
3439,,tauroursodeoxycholate[c],tauroursodeoxycholate,,,C26H45NO6S,,c,MMRNM3748c,
3440,,tauroursodeoxycholate[s],tauroursodeoxycholate,,,C26H45NO6S,,s,MMRNM3748s,
3441,,Tauroursodeoxycholic acid 3-sulfate[c],Tauroursodeoxycholic acid 3-sulfate,,,C26H44NO9S2,,c,MMRNM3749c,
3442,,Tauroursodeoxycholic acid 3-sulfate[s],Tauroursodeoxycholic acid 3-sulfate,,,C26H44NO9S2,,s,MMRNM3749s,
3443,,testosterone glucuronide[c],testosterone glucuronide,,obo.chebi:CHEBI/28835,C25H36O8,,c,MMRNM3750c,
3444,,testosterone glucuronide[r],testosterone glucuronide,,obo.chebi:CHEBI/28835,C25H36O8,,r,MMRNM3750r,
3445,,testosterone glucuronide[s],testosterone glucuronide,,obo.chebi:CHEBI/28835,C25H36O8,,s,MMRNM3750s,
3446,,testosterone[c],testosterone,,obo.chebi:CHEBI/17347,C19H28O2,,c,MMRNM3752c,
3447,,testosterone[r],testosterone,,obo.chebi:CHEBI/17347,C19H28O2,,r,MMRNM3752r,
