MMRN_index,#,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE,rxnKEGGID,rxnMetaNetXID,rxnREACTOMEID,rxnRheaID,rxnRheaMasterID,rxnBiGGID,rxnRheaFinal,rxnSBOTerms,ECNumber,RetiredID
MMRNR07172,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,histidine[s] + proline[c] => histidine[c] + proline[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2050;metanetx.reaction/MNXR105959;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105959,nan,nan,nan,nan,,SBO:0000185,,r2050
MMRNR07173,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,asparagine[c] + histidine[s] => asparagine[s] + histidine[c],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2051;metanetx.reaction/MNXR105960;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105960,nan,nan,nan,nan,,SBO:0000185,,r2051
MMRNR07174,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,histidine[s] + valine[c] => histidine[c] + valine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2052;metanetx.reaction/MNXR105961;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105961,nan,nan,nan,nan,,SBO:0000185,,r2052
MMRNR07175,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,histidine[s] + threonine[c] => histidine[c] + threonine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2053;metanetx.reaction/MNXR105962;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105962,nan,nan,nan,nan,,SBO:0000185,,r2053
MMRNR07176,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,histidine[s] + homoserine[c] => histidine[c] + homoserine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2054;metanetx.reaction/MNXR105963;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105963,nan,nan,nan,nan,,SBO:0000185,,r2054
MMRNR07177,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,histidine[s] + isoleucine[c] => histidine[c] + isoleucine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2055;metanetx.reaction/MNXR105964;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105964,nan,nan,nan,nan,,SBO:0000185,,r2055
MMRNR07178,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + glycine[c] => citrulline[c] + glycine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2056;metanetx.reaction/MNXR105965;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105965,nan,nan,nan,nan,,SBO:0000185,,r2056
MMRNR07179,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + L-Alanine[c] => citrulline[c] + L-Alanine[s],,ENSMUSG00000030492,,,,,vmhreaction/r2057;metanetx.reaction/MNXR105966;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105966,nan,nan,nan,nan,,SBO:0000185,,r2057
MMRNR07180,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + glutamine[c] => citrulline[c] + glutamine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2058;metanetx.reaction/MNXR105967;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105967,nan,nan,nan,nan,,SBO:0000185,,r2058
MMRNR07181,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + serine[c] => citrulline[c] + serine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2059;metanetx.reaction/MNXR105968;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105968,nan,nan,nan,nan,,SBO:0000185,,r2059
MMRNR07182,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + methionine[c] => citrulline[c] + methionine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2060;metanetx.reaction/MNXR105969;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105969,nan,nan,nan,nan,,SBO:0000185,,r2060
MMRNR07183,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + tryptophan[c] => citrulline[c] + tryptophan[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2061;metanetx.reaction/MNXR105970;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105970,nan,nan,nan,nan,,SBO:0000185,,r2061
MMRNR07184,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + phenylalanine[c] => citrulline[c] + phenylalanine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2062;metanetx.reaction/MNXR105971;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105971,nan,nan,nan,nan,,SBO:0000185,,r2062
MMRNR07185,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + tyrosine[c] => citrulline[c] + tyrosine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2063;metanetx.reaction/MNXR105972;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105972,nan,nan,nan,nan,,SBO:0000185,,r2063
MMRNR07186,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + cysteine[c] => citrulline[c] + cysteine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2064;metanetx.reaction/MNXR105973;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105973,nan,nan,nan,nan,,SBO:0000185,,r2064
MMRNR07187,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + leucine[c] => citrulline[c] + leucine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2065;metanetx.reaction/MNXR105974;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105974,nan,nan,nan,nan,,SBO:0000185,,r2065
MMRNR07188,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + proline[c] => citrulline[c] + proline[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2066;metanetx.reaction/MNXR105975;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105975,nan,nan,nan,nan,,SBO:0000185,,r2066
MMRNR07189,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,asparagine[c] + citrulline[s] => asparagine[s] + citrulline[c],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2067;metanetx.reaction/MNXR105976;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105976,nan,nan,nan,nan,,SBO:0000185,,r2067
MMRNR07190,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + valine[c] => citrulline[c] + valine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2068;metanetx.reaction/MNXR105977;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105977,nan,nan,nan,nan,,SBO:0000185,,r2068
MMRNR07191,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + threonine[c] => citrulline[c] + threonine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2069;metanetx.reaction/MNXR105978;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105978,nan,nan,nan,nan,,SBO:0000185,,r2069
MMRNR07192,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + homoserine[c] => citrulline[c] + homoserine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2070;metanetx.reaction/MNXR105979;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105979,nan,nan,nan,nan,,SBO:0000185,,r2070
MMRNR07193,,Amino Acid-Polyamine-Organocation (Apc) Tcdb:2.A.3.8.15,citrulline[s] + isoleucine[c] => citrulline[c] + isoleucine[s],,ENSMUSG00000024131 or ENSMUSG00000030492 or ENSMUSG00000031904,,,,,vmhreaction/r2071;metanetx.reaction/MNXR105980;tcdb/2.A.3.8.15;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105980,nan,nan,nan,nan,,SBO:0000185,,r2071
MMRNR07194,,"Zinc (Zn2+)-Iron (Fe2+) Permease (Zip), Tcdb:2.A.55.2.3",H+[s] + Zinc[s] => H+[c] + Zinc[c],,ENSMUSG00000022094 or ENSMUSG00000023030 or ENSMUSG00000024270 or ENSMUSG00000025986 or ENSMUSG00000026177 or ENSMUSG00000031904 or ENSMUSG00000039878 or ENSMUSG00000046822 or ENSMUSG00000052310 or ENSMUSG00000053897 or ENSMUSG00000063354 or ENSMUSG00000072572,,,,,vmhreaction/r2073;metanetx.reaction/MNXR105981;tcdb/2.A.55.2.3;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105981,nan,nan,nan,nan,,SBO:0000185,,r2073
MMRNR07195,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,acetate[s] + Acetoacetate[c] <=> acetate[c] + Acetoacetate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2080;metanetx.reaction/MNXR105982;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105982,nan,nan,nan,nan,,SBO:0000185,,r2080
MMRNR07196,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[s] + Acetoacetate[c] <=> (S)-Lactate[c] + Acetoacetate[s],,ENSMUSG00000032902,,,,,vmhreaction/r2083;metanetx.reaction/MNXR105985;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105985,nan,nan,nan,nan,,SBO:0000185,,r2083
MMRNR07197,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,2-hydroxybutyrate[s] + Acetoacetate[c] <=> 2-hydroxybutyrate[c] + Acetoacetate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2085;metanetx.reaction/MNXR105987;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105987,nan,nan,nan,nan,,SBO:0000185,,r2085
MMRNR07198,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[s] + 2-hydroxybutyrate[c] <=> (S)-Lactate[c] + 2-hydroxybutyrate[s],,ENSMUSG00000032902,,,,,vmhreaction/r2090;metanetx.reaction/MNXR105992;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105992,nan,nan,nan,nan,,SBO:0000185,,r2090
MMRNR07199,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[c] + pyruvate[s] <=> (S)-Lactate[s] + pyruvate[c],,ENSMUSG00000032902,,,,,vmhreaction/r2097;metanetx.reaction/MNXR105999;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR105999,nan,nan,nan,nan,,SBO:0000185,,r2097
MMRNR07200,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,pyruvate[s] + retinoate[c] <=> pyruvate[c] + retinoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2099;metanetx.reaction/MNXR106001;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106001,nan,nan,nan,nan,,SBO:0000185,,r2099
MMRNR07201,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,acetate[c] + AKG[s] <=> acetate[s] + AKG[c],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2101;metanetx.reaction/MNXR106003;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106003,nan,nan,nan,nan,,SBO:0000185,,r2101
MMRNR07202,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,AKG[s] + formate[c] <=> AKG[c] + formate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2102;metanetx.reaction/MNXR106004;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106004,nan,nan,nan,nan,,SBO:0000185,,r2102
MMRNR07203,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,AKG[s] + propanoate[c] <=> AKG[c] + propanoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2103;metanetx.reaction/MNXR106005;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106005,nan,nan,nan,nan,,SBO:0000185,,r2103
MMRNR07204,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,Acetoacetate[c] + AKG[s] <=> Acetoacetate[s] + AKG[c],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2104;metanetx.reaction/MNXR106006;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106006,nan,nan,nan,nan,,SBO:0000185,,r2104
MMRNR07205,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[c] + AKG[s] <=> (S)-Lactate[s] + AKG[c],,ENSMUSG00000032902,,,,,vmhreaction/r2105;metanetx.reaction/MNXR106007;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106007,nan,nan,nan,nan,,SBO:0000185,,r2105
MMRNR07206,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,AKG[s] + Butyrate[c] <=> AKG[c] + Butyrate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2106;metanetx.reaction/MNXR106008;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106008,nan,nan,nan,nan,,SBO:0000185,,r2106
MMRNR07207,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,AKG[s] + retinoate[c] <=> AKG[c] + retinoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2107;metanetx.reaction/MNXR106009;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106009,nan,nan,nan,nan,,SBO:0000185,,r2107
MMRNR07208,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,acetate[s] + formate[c] <=> acetate[c] + formate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2110;metanetx.reaction/MNXR106012;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106012,nan,nan,nan,nan,,SBO:0000185,,r2110
MMRNR07209,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,acetate[s] + propanoate[c] <=> acetate[c] + propanoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2111;metanetx.reaction/MNXR106013;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106013,nan,nan,nan,nan,,SBO:0000185,,r2111
MMRNR07210,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[c] + acetate[s] <=> (S)-Lactate[s] + acetate[c],,ENSMUSG00000032902,,,,,vmhreaction/r2112;metanetx.reaction/MNXR106014;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106014,nan,nan,nan,nan,,SBO:0000185,,r2112
MMRNR07211,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,acetate[s] + Butyrate[c] <=> acetate[c] + Butyrate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2113;metanetx.reaction/MNXR106015;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106015,nan,nan,nan,nan,,SBO:0000185,,r2113
MMRNR07212,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,acetate[s] + retinoate[c] <=> acetate[c] + retinoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2114;metanetx.reaction/MNXR106016;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106016,nan,nan,nan,nan,,SBO:0000185,,r2114
MMRNR07213,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,formate[s] + propanoate[c] <=> formate[c] + propanoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2116;metanetx.reaction/MNXR106018;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106018,nan,nan,nan,nan,,SBO:0000185,,r2116
MMRNR07214,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[c] + formate[s] <=> (S)-Lactate[s] + formate[c],,ENSMUSG00000032902,,,,,vmhreaction/r2117;metanetx.reaction/MNXR106019;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106019,nan,nan,nan,nan,,SBO:0000185,,r2117
MMRNR07215,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,formate[s] + retinoate[c] <=> formate[c] + retinoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2119;metanetx.reaction/MNXR106021;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106021,nan,nan,nan,nan,,SBO:0000185,,r2119
MMRNR07216,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[c] + propanoate[s] <=> (S)-Lactate[s] + propanoate[c],,ENSMUSG00000032902,,,,,vmhreaction/r2121;metanetx.reaction/MNXR106023;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106023,nan,nan,nan,nan,,SBO:0000185,,r2121
MMRNR07217,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,propanoate[s] + retinoate[c] <=> propanoate[c] + retinoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2123;metanetx.reaction/MNXR106025;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106025,nan,nan,nan,nan,,SBO:0000185,,r2123
MMRNR07218,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,Acetoacetate[s] + Butyrate[c] <=> Acetoacetate[c] + Butyrate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2125;metanetx.reaction/MNXR106027;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106027,nan,nan,nan,nan,,SBO:0000185,,r2125
MMRNR07219,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[s] + Butyrate[c] <=> (S)-Lactate[c] + Butyrate[s],,ENSMUSG00000032902,,,,,vmhreaction/r2127;metanetx.reaction/MNXR106029;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106029,nan,nan,nan,nan,,SBO:0000185,,r2127
MMRNR07220,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(S)-Lactate[s] + retinoate[c] <=> (S)-Lactate[c] + retinoate[s],,ENSMUSG00000032902,,,,,vmhreaction/r2128;metanetx.reaction/MNXR106030;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106030,nan,nan,nan,nan,,SBO:0000185,,r2128
MMRNR07221,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(R)-3-hydroxybutanoate[c] + (S)-Lactate[s] <=> (R)-3-hydroxybutanoate[s] + (S)-Lactate[c],,ENSMUSG00000032902,,,,,vmhreaction/r2129;metanetx.reaction/MNXR106031;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106031,nan,nan,nan,nan,,SBO:0000185,,r2129
MMRNR07222,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,Butyrate[s] + retinoate[c] <=> Butyrate[c] + retinoate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2130;metanetx.reaction/MNXR106032;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106032,nan,nan,nan,nan,,SBO:0000185,,r2130
MMRNR07223,,Major Facilitator (Mfs) Tcdb:2.A.1.13.1,(R)-3-hydroxybutanoate[s] + 2-hydroxybutyrate[c] <=> (R)-3-hydroxybutanoate[c] + 2-hydroxybutyrate[s],,ENSMUSG00000032902 or ENSMUSG00000020102 or ENSMUSG00000025161 or ENSMUSG00000027896 or ENSMUSG00000032902 or ENSMUSG00000032988 or ENSMUSG00000041920 or ENSMUSG00000045775,,,,,vmhreaction/r2133;metanetx.reaction/MNXR106035;tcdb/2.A.1.13.1;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106035,nan,nan,nan,nan,,SBO:0000185,,r2133
MMRNR07224,,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,GSH[c] + HCO3-[c] + ursodeoxycholate[s] => GSH[s] + HCO3-[s] + ursodeoxycholate[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000063975 or ENSMUSG00000079262 or ENSMUSG00000079263 or ENSMUSG00000084927,,,,,vmhreaction/r2146;metanetx.reaction/MNXR106043;tcdb/2.A.60.1.14;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106043,nan,nan,nan,nan,,SBO:0000185,,r2146
MMRNR07225,,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,GSH[c] + HCO3-[c] + tauroursodeoxycholate[s] => GSH[s] + HCO3-[s] + tauroursodeoxycholate[c],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000063975 or ENSMUSG00000079262 or ENSMUSG00000079263 or ENSMUSG00000084927,,,,,vmhreaction/r2147;metanetx.reaction/MNXR106044;tcdb/2.A.60.1.14;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106044,nan,nan,nan,nan,,SBO:0000185,,r2147
MMRNR07226,,Resistance-Nodulation-Cell Division (Rnd) Tcdb:2.A.60.1.14,glycoursodeoxycholate[s] + GSH[c] + HCO3-[c] => glycoursodeoxycholate[c] + GSH[s] + HCO3-[s],,ENSMUSG00000030237 or ENSMUSG00000041698 or ENSMUSG00000063975 or ENSMUSG00000079262 or ENSMUSG00000079263 or ENSMUSG00000084927,,,,,vmhreaction/r2148;metanetx.reaction/MNXR106045;tcdb/2.A.60.1.14;sbo/SBO:0000185,"Transport, extracellular",,,,2.0,nan,MNXR106045,nan,nan,nan,nan,,SBO:0000185,,r2148
